,piece_name,recording_number,original_feedback,assessor_idx,Q,A,split
239,Careless Love,6,This recording has a faster tempo than the others that I have listened to so far. The notes seem to be quite accurate but the chords are a bit abrupt.,5, Is the performed note accurate? , The notes seem to be quite accurate.,train
240,Careless Love,6,This recording has a faster tempo than the others that I have listened to so far. The notes seem to be quite accurate but the chords are a bit abrupt.,5, Is the articulation appropriate? , The chords are a bit abrupt.,train
241,Careless Love,6,LH too detached. Good tempo. No rit. at end. No dynamics as indicated lines 3-4. Wrong LH note LH line 3.,6, How is the overall tempo? , Good tempo.,train
242,Careless Love,6,LH too detached. Good tempo. No rit. at end. No dynamics as indicated lines 3-4. Wrong LH note LH line 3.,6, Is there reasonalbe tempo contrast? , No rit. at end.,train
243,Careless Love,6,LH too detached. Good tempo. No rit. at end. No dynamics as indicated lines 3-4. Wrong LH note LH line 3.,6, Is there reasonalbe dynamics contrast? , No dynamics as indicated lines 3-4.,train
244,Careless Love,6,LH too detached. Good tempo. No rit. at end. No dynamics as indicated lines 3-4. Wrong LH note LH line 3.,6, Is the performed note accurate? , Wrong LH note LH line 3.,train
245,Careless Love,6,"The notes were accurate, and the pace was consistent. However, it was played at a pretty rapid pace, there was no change in sound intensity, and the half notes were not held for long enough.",7, Is the performed note accurate? , The notes were accurate.,train
246,Careless Love,6,"The notes were accurate, and the pace was consistent. However, it was played at a pretty rapid pace, there was no change in sound intensity, and the half notes were not held for long enough.",7, How is the overall tempo? , The pace was consistent and rapid.,train
247,Careless Love,6,"The notes were accurate, and the pace was consistent. However, it was played at a pretty rapid pace, there was no change in sound intensity, and the half notes were not held for long enough.",7, Is there reasonalbe dynamics contrast? , There was no change in sound intensity.,train
248,Careless Love,6,"The notes were accurate, and the pace was consistent. However, it was played at a pretty rapid pace, there was no change in sound intensity, and the half notes were not held for long enough.",7, Is the rhythm accurate? , Half notes were not held for long enough.,train
249,Careless Love,7,N/A,-1,What kind of performance might this be? ,This is a student performance.,train
250,Careless Love,7,N/A,-1,"How would you rate the difficulty level of the piece, in a scale of 9? ",3,train
251,Careless Love,7,N/A,-1,What kind of music is this piece and what's difficult about it?,"This is a traditional song, adapted in simple melody and chords accompaniment.  ",train
252,Careless Love,7,3,1,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
253,Careless Love,7,5,1,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
254,Careless Love,7,Error in m.10. Over-pedaling. No dynamic or tempo changes,1,Can you give an overall assessment of the student performance? Elaborate in detail? ,Error in m.10. Over-pedaling. No dynamic or tempo changes,train
255,Careless Love,7,"There was only one brief moment of hesitation in the performance, and thus I still believe this smooth performance deserves an Excellent rating.",1,Can you give an overall assessment of the student performance? Elaborate in detail? ,Error in m.10. Over-pedaling. No dynamic or tempo changes,train
256,Careless Love,7,5,2,"What is the overall score you would assign to the performance, in a scale of 5? ",5,train
257,Careless Love,7,4,2,"What is the overall score you would assign to the performance, in a scale of 5? ",5,train
258,Careless Love,7,"Very good. Pedal use is good, but make sure you clean pedal for left hand quarter notes. Good rhythm.",2,Can you give an overall assessment of the student performance? Elaborate in detail? ,"Very good. Pedal use is good, but make sure you clean pedal for left hand quarter notes. Good rhythm.",train
259,Careless Love,7,"A bit mushy, maybe too much right pedal. Very slow, could be a tiny bit faster. Some parts feel 'insecure' (like the player was caught a bit off guard with what's coming next).",2,Can you give an overall assessment of the student performance? Elaborate in detail? ,"Very good. Pedal use is good, but make sure you clean pedal for left hand quarter notes. Good rhythm.",train
260,Careless Love,7,2,3,"What is the overall score you would assign to the performance, in a scale of 5? ",2,train
261,Careless Love,7,3,3,"What is the overall score you would assign to the performance, in a scale of 5? ",2,train
262,Careless Love,7,a little blurry pedal and a couple mistakes.  Not much shaping.,3,Can you give an overall assessment of the student performance? Elaborate in detail? ,a little blurry pedal and a couple mistakes.  Not much shaping.,train
263,Careless Love,7,This recording is very smooth and the notes are accurate. The chords have a very good tone. The volume is a bit low and makes the piece seem to have less emotion.,3,Can you give an overall assessment of the student performance? Elaborate in detail? ,a little blurry pedal and a couple mistakes.  Not much shaping.,train
264,Careless Love,7,3,4,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
265,Careless Love,7,3,4,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
266,Careless Love,7,"Some pedal blur. Wrong note line 3. No rit., dynamic cresc/dim.",4,Can you give an overall assessment of the student performance? Elaborate in detail? ,"Some pedal blur. Wrong note line 3. No rit., dynamic cresc/dim.",train
267,Careless Love,7,"This was good, but there was no change in sound intensity and I believe one of the notes was wrong.",4,Can you give an overall assessment of the student performance? Elaborate in detail? ,"Some pedal blur. Wrong note line 3. No rit., dynamic cresc/dim.",train
268,Careless Love,7,Error in m.10. Over-pedaling. No dynamic or tempo changes,0, Is the performed note accurate? , There was an error in measure 10.,train
269,Careless Love,7,Error in m.10. Over-pedaling. No dynamic or tempo changes,0, Is the pedal usage appropriate? , Over-pedaling was present.,train
270,Careless Love,7,Error in m.10. Over-pedaling. No dynamic or tempo changes,0, Is there reasonable dynamics contrast? , No dynamic changes were observed.,train
271,Careless Love,7,Error in m.10. Over-pedaling. No dynamic or tempo changes,0, Is the performed tempo stable? , No tempo changes were observed.,train
272,Careless Love,7,"There was only one brief moment of hesitation in the performance, and thus I still believe this smooth performance deserves an Excellent rating.",1, Is the performance hesitant or smooth? , The performance was generally smooth with only one brief moment of hesitation. ,train
273,Careless Love,7,"There was only one brief moment of hesitation in the performance, and thus I still believe this smooth performance deserves an Excellent rating.",1," What is the overall score you would assign to the performance, in a scale 5? "," 5, Excellent.",train
274,Careless Love,7,"Very good. Pedal use is good, but make sure you clean pedal for left hand quarter notes. Good rhythm.",2, Is the pedal usage appropriate? ," Pedal usage is generally good, but pedal should be cleanly used for left hand quarter notes. ",train
275,Careless Love,7,"Very good. Pedal use is good, but make sure you clean pedal for left hand quarter notes. Good rhythm.",2, Is the performed rhythm accurate? ," Yes, good rhythm.",train
276,Careless Love,7,"A bit mushy, maybe too much right pedal. Very slow, could be a tiny bit faster. Some parts feel 'insecure' (like the player was caught a bit off guard with what's coming next).",3, How is the tone production? ," A bit mushy, possibly due to excessive right pedal usage.",train
277,Careless Love,7,"A bit mushy, maybe too much right pedal. Very slow, could be a tiny bit faster. Some parts feel 'insecure' (like the player was caught a bit off guard with what's coming next).",3, How is the overall tempo? ," Very slow, could be increased slightly.",train
278,Careless Love,7,"A bit mushy, maybe too much right pedal. Very slow, could be a tiny bit faster. Some parts feel 'insecure' (like the player was caught a bit off guard with what's coming next).",3, Is the performance hesitant or smooth? , Some insecurity was displayed in parts of the performance.,train
279,Careless Love,7,a little blurry pedal and a couple mistakes.  Not much shaping.,4, Is the pedal usage appropriate? , It was a bit blurry.,train
280,Careless Love,7,a little blurry pedal and a couple mistakes.  Not much shaping.,4, Is the performed note accurate? , A couple of mistakes were made.,train
281,Careless Love,7,a little blurry pedal and a couple mistakes.  Not much shaping.,4, Is the phrasing or melodic shaping clear? , Not much shaping was observed.,train
282,Careless Love,7,This recording is very smooth and the notes are accurate. The chords have a very good tone. The volume is a bit low and makes the piece seem to have less emotion.,5, Is the performance hesitant or smooth? , The performance was smooth.,train
283,Careless Love,7,This recording is very smooth and the notes are accurate. The chords have a very good tone. The volume is a bit low and makes the piece seem to have less emotion.,5, Is the performed note accurate? , The notes were accurately performed.,train
284,Careless Love,7,This recording is very smooth and the notes are accurate. The chords have a very good tone. The volume is a bit low and makes the piece seem to have less emotion.,5, How is the tone production? , The tone of the chords is very good.,train
285,Careless Love,7,This recording is very smooth and the notes are accurate. The chords have a very good tone. The volume is a bit low and makes the piece seem to have less emotion.,5, How would you describe the emotional intent of the performance? , The lower volume made the piece seem to have less emotion.,train
286,Careless Love,7,"Some pedal blur. Wrong note line 3. No rit., dynamic cresc/dim.",6, Is the pedal usage appropriate? , There was some pedal blur.,train
287,Careless Love,7,"Some pedal blur. Wrong note line 3. No rit., dynamic cresc/dim.",6, Is the performed note accurate? , A wrong note was played on line 3.,train
288,Careless Love,7,"Some pedal blur. Wrong note line 3. No rit., dynamic cresc/dim.",6, Is there reasonalbe dynamics contrast? , No crescendo or decrescendo was noted.,train
289,Careless Love,7,"This was good, but there was no change in sound intensity and I believe one of the notes was wrong.",7," What is the overall score you would assign to the performance, in a scale 5? "," 4, Good.",train
290,Careless Love,7,"This was good, but there was no change in sound intensity and I believe one of the notes was wrong.",7, Is there reasonalbe dynamics contrast? , There was no change in sound intensity.,train
291,Careless Love,7,"This was good, but there was no change in sound intensity and I believe one of the notes was wrong.",7, Is the performed note accurate? , I believe one of the notes was wrong.,train
292,Careless Love,8,N/A,-1,What kind of performance might this be? ,This is a student performance.,train
293,Careless Love,8,N/A,-1,"How would you rate the difficulty level of the piece, in a scale of 9? ",3,train
294,Careless Love,8,N/A,-1,What kind of music is this piece and what's difficult about it?,"This is a traditional song, adapted in simple melody and chords accompaniment.  ",train
295,Careless Love,8,4,1,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
296,Careless Love,8,2,1,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
297,Careless Love,8,"RIght hand should be louder, Left hand softer.  No dynamic of tempo change- BUT notes are accurate .",1,Can you give an overall assessment of the student performance? Elaborate in detail? ,"RIght hand should be louder, Left hand softer.  No dynamic of tempo change- BUT notes are accurate .",train
298,Careless Love,8,Lack of musicality - clunky pedal work and nonfluid transitions between left hand chords.,1,Can you give an overall assessment of the student performance? Elaborate in detail? ,"RIght hand should be louder, Left hand softer.  No dynamic of tempo change- BUT notes are accurate .",train
299,Careless Love,8,5,2,"What is the overall score you would assign to the performance, in a scale of 5? ",5,train
300,Careless Love,8,4,2,"What is the overall score you would assign to the performance, in a scale of 5? ",5,train
301,Careless Love,8,Excellent! I like th tempo! Steady rhythm. Good solid chords.,2,Can you give an overall assessment of the student performance? Elaborate in detail? ,Excellent! I like th tempo! Steady rhythm. Good solid chords.,train
302,Careless Love,8,"This recording makes no mistakes about the tempo and notes, but lacks of slight things like the break in measure 4.",2,Can you give an overall assessment of the student performance? Elaborate in detail? ,Excellent! I like th tempo! Steady rhythm. Good solid chords.,train
303,Careless Love,8,2,3,"What is the overall score you would assign to the performance, in a scale of 5? ",2,train
304,Careless Love,8,3,3,"What is the overall score you would assign to the performance, in a scale of 5? ",2,train
305,Careless Love,8,Left hand a bit too heavy and detached.  Not enough melodic shaping.  accuracy good,3,Can you give an overall assessment of the student performance? Elaborate in detail? ,Left hand a bit too heavy and detached.  Not enough melodic shaping.  accuracy good,train
306,Careless Love,8,"Accurate notes and rhythm, but the pianist did not do dynamic changes indicated on the score. Also the left hand is playing too loudly than the right hand (the melody).",3,Can you give an overall assessment of the student performance? Elaborate in detail? ,Left hand a bit too heavy and detached.  Not enough melodic shaping.  accuracy good,train
307,Careless Love,8,3,4,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
308,Careless Love,8,3,4,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
309,Careless Love,8,"No rit, dynamics lines 3-4, heavy LH, no ""phrasing.""",4,Can you give an overall assessment of the student performance? Elaborate in detail? ,"No rit, dynamics lines 3-4, heavy LH, no ""phrasing.""",train
310,Careless Love,8,"This has correct rhythm and the notes were correct, so it was true to the sheet music. It was played correctly, but it felt a bit rushed, which is why I didn't give it a 5, because the tempo marking said moderately slow. I also thought the phrasing was good and natural, in line with the sheet music. But it didn't incorporate any dynamics or the rit marking or tempo marking.",4,Can you give an overall assessment of the student performance? Elaborate in detail? ,"No rit, dynamics lines 3-4, heavy LH, no ""phrasing.""",train
311,Careless Love,8,"RIght hand should be louder, Left hand softer.  No dynamic of tempo change- BUT notes are accurate .",0, Is the balance between hands reasonable? ," Right hand should be louder, Left hand softer. ",train
312,Careless Love,8,"RIght hand should be louder, Left hand softer.  No dynamic of tempo change- BUT notes are accurate .",0, Is there a reasonable tempo contrast? , No tempo contrast. ,train
313,Careless Love,8,"RIght hand should be louder, Left hand softer.  No dynamic of tempo change- BUT notes are accurate .",0, Is the performed note accurate? , Notes are accurate.,train
314,Careless Love,8,Lack of musicality - clunky pedal work and nonfluid transitions between left hand chords.,1, How is the performer's musicality? , Lack of musicality. ,train
315,Careless Love,8,Lack of musicality - clunky pedal work and nonfluid transitions between left hand chords.,1, Is the pedal usage appropriate? , Clunky pedal work. ,train
316,Careless Love,8,Lack of musicality - clunky pedal work and nonfluid transitions between left hand chords.,1, Is the performance hesitant or smooth? , Nonfluid transitions between left hand chords.,train
317,Careless Love,8,Excellent! I like th tempo! Steady rhythm. Good solid chords.,2, How is the overall tempo? , Excellent! I like the tempo! ,train
318,Careless Love,8,Excellent! I like th tempo! Steady rhythm. Good solid chords.,2, Is the rhythm accurate? , Steady rhythm. ,train
319,Careless Love,8,Excellent! I like th tempo! Steady rhythm. Good solid chords.,2, Is the performed note accurate? , Good solid chords.,train
320,Careless Love,8,"This recording makes no mistakes about the tempo and notes, but lacks of slight things like the break in measure 4.",3, Is the performed tempo stable? , No mistakes about the tempo. ,train
321,Careless Love,8,"This recording makes no mistakes about the tempo and notes, but lacks of slight things like the break in measure 4.",3, Is the performed note accurate? , Notes are accurate. ,train
322,Careless Love,8,"This recording makes no mistakes about the tempo and notes, but lacks of slight things like the break in measure 4.",3, Is the performance following score instructions? , Lacks of slight things like the break in measure 4.,train
323,Careless Love,8,Left hand a bit too heavy and detached.  Not enough melodic shaping.  accuracy good,4, Is the balance between hands reasonable? , Left hand a bit too heavy.,train
324,Careless Love,8,Left hand a bit too heavy and detached.  Not enough melodic shaping.  accuracy good,4, Is the articulation appropriate? , Left hand a bit too detached.,train
325,Careless Love,8,Left hand a bit too heavy and detached.  Not enough melodic shaping.  accuracy good,4, Is the phrasing or melodic shaping clear? , Not enough melodic shaping.,train
326,Careless Love,8,Left hand a bit too heavy and detached.  Not enough melodic shaping.  accuracy good,4, Is the performed note accurate? , Accuracy good.,train
327,Careless Love,8,"Accurate notes and rhythm, but the pianist did not do dynamic changes indicated on the score. Also the left hand is playing too loudly than the right hand (the melody).",5, Is the performed note accurate? , Accurate notes.,train
328,Careless Love,8,"Accurate notes and rhythm, but the pianist did not do dynamic changes indicated on the score. Also the left hand is playing too loudly than the right hand (the melody).",5, Is the rhythm accurate? , Accurate rhythm.,train
329,Careless Love,8,"Accurate notes and rhythm, but the pianist did not do dynamic changes indicated on the score. Also the left hand is playing too loudly than the right hand (the melody).",5, Is the performance following score instructions? , The pianist did not do dynamic changes indicated on the score. The left hand is playing too loudly than the right hand (the melody).,train
330,Careless Love,8,"No rit, dynamics lines 3-4, heavy LH, no ""phrasing.""",6, Is the balance between hands reasonable? , Heavy LH. ,train
331,Careless Love,8,"No rit, dynamics lines 3-4, heavy LH, no ""phrasing.""",6, Is there reasonalbe dynamics contrast? , No dynamics lines 3-4. ,train
332,Careless Love,8,"No rit, dynamics lines 3-4, heavy LH, no ""phrasing.""",6, Is the performance following score instructions? , No rit. No phrasing.,train
333,Careless Love,8,"This has correct rhythm and the notes were correct, so it was true to the sheet music. It was played correctly, but it felt a bit rushed, which is why I didn't give it a 5, because the tempo marking said moderately slow. I also thought the phrasing was good and natural, in line with the sheet music. But it didn't incorporate any dynamics or the rit marking or tempo marking.",7, Is the rhythm accurate? , This has correct rhythm.,train
334,Careless Love,8,"This has correct rhythm and the notes were correct, so it was true to the sheet music. It was played correctly, but it felt a bit rushed, which is why I didn't give it a 5, because the tempo marking said moderately slow. I also thought the phrasing was good and natural, in line with the sheet music. But it didn't incorporate any dynamics or the rit marking or tempo marking.",7, Is the performed note accurate? , The notes were correct.,train
335,Careless Love,8,"This has correct rhythm and the notes were correct, so it was true to the sheet music. It was played correctly, but it felt a bit rushed, which is why I didn't give it a 5, because the tempo marking said moderately slow. I also thought the phrasing was good and natural, in line with the sheet music. But it didn't incorporate any dynamics or the rit marking or tempo marking.",7, Is the performance following score instructions? , It was true to the sheet music. But it didn't incorporate any dynamics or the rit marking or tempo marking.,train
336,Careless Love,8,"This has correct rhythm and the notes were correct, so it was true to the sheet music. It was played correctly, but it felt a bit rushed, which is why I didn't give it a 5, because the tempo marking said moderately slow. I also thought the phrasing was good and natural, in line with the sheet music. But it didn't incorporate any dynamics or the rit marking or tempo marking.",7, Is the performed tempo stable? , It felt a bit rushed. The tempo marking said moderately slow.,train
337,Careless Love,8,"This has correct rhythm and the notes were correct, so it was true to the sheet music. It was played correctly, but it felt a bit rushed, which is why I didn't give it a 5, because the tempo marking said moderately slow. I also thought the phrasing was good and natural, in line with the sheet music. But it didn't incorporate any dynamics or the rit marking or tempo marking.",7, Is the phrasing or melodic shaping clear? ," I thought the phrasing was good and natural, in line with the sheet music.",train
338,Careless Love,9,N/A,-1,What kind of performance might this be? ,This is a student performance.,train
339,Careless Love,9,N/A,-1,"How would you rate the difficulty level of the piece, in a scale of 9? ",3,train
340,Careless Love,9,N/A,-1,What kind of music is this piece and what's difficult about it?,"This is a traditional song, adapted in simple melody and chords accompaniment.  ",train
341,Careless Love,9,3,1,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
342,Careless Love,9,2,1,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
343,Careless Love,9,Error in RH m.11.  Nice dynamic contrast. Good Ritard at end,1,Can you give an overall assessment of the student performance? Elaborate in detail? ,Error in RH m.11.  Nice dynamic contrast. Good Ritard at end,train
344,Careless Love,9,Too much pedal and inconsistent tempo.,1,Can you give an overall assessment of the student performance? Elaborate in detail? ,Error in RH m.11.  Nice dynamic contrast. Good Ritard at end,train
345,Careless Love,9,5,2,"What is the overall score you would assign to the performance, in a scale of 5? ",5,train
346,Careless Love,9,3,2,"What is the overall score you would assign to the performance, in a scale of 5? ",5,train
347,Careless Love,9,Excellent! Love the tempo and the subtle rise and fall. Careful to place the quarter notes correctly in m. 12.,2,Can you give an overall assessment of the student performance? Elaborate in detail? ,Excellent! Love the tempo and the subtle rise and fall. Careful to place the quarter notes correctly in m. 12.,train
348,Careless Love,9,"This recording is mostly accurate, but contains a mistake about the tempo at very last of the piece.",2,Can you give an overall assessment of the student performance? Elaborate in detail? ,Excellent! Love the tempo and the subtle rise and fall. Careful to place the quarter notes correctly in m. 12.,train
349,Careless Love,9,3,3,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
350,Careless Love,9,4,3,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
351,Careless Love,9,under tempo and not enough dynamic shaping  But was steady.  One rhythm mistake.,3,Can you give an overall assessment of the student performance? Elaborate in detail? ,under tempo and not enough dynamic shaping  But was steady.  One rhythm mistake.,train
352,Careless Love,9,I like the tempo of this recording. The musical interpretation is good through the change of dynamics and the ritardando at the end. It could be better in melodic phrasing.,3,Can you give an overall assessment of the student performance? Elaborate in detail? ,under tempo and not enough dynamic shaping  But was steady.  One rhythm mistake.,train
353,Careless Love,9,4,4,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
354,Careless Love,9,4,4,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
355,Careless Love,9,Bit slow (should be in 2). Wrong rhythm end of line 3.,4,Can you give an overall assessment of the student performance? Elaborate in detail? ,Bit slow (should be in 2). Wrong rhythm end of line 3.,train
356,Careless Love,9,"I think this one was nice to listen to because they interpreted dynamics in a way that the first piece didn't and the tempo felt right (the marking in the sheet music said moderately slow).  In the last measure of the third line, the last two quarter notes were rushed and played as eighth notes and were played after the second half note in the bass clef, which is not what was written. They did the rit at the end, which did a good job of phrasing the ending naturally.",4,Can you give an overall assessment of the student performance? Elaborate in detail? ,Bit slow (should be in 2). Wrong rhythm end of line 3.,train
357,Careless Love,9,Error in RH m.11.  Nice dynamic contrast. Good Ritard at end,0, Is the performed note accurate? , Error in RH m.11.,train
358,Careless Love,9,Error in RH m.11.  Nice dynamic contrast. Good Ritard at end,0, Is there reasonable dynamics contrast? , Nice dynamic contrast. ,train
359,Careless Love,9,Error in RH m.11.  Nice dynamic contrast. Good Ritard at end,0, Is the performed tempo stable? , Good Ritard at end.,train
360,Careless Love,9,Too much pedal and inconsistent tempo.,1, Is the pedal usage appropriate? , Too much pedal.,train
361,Careless Love,9,Too much pedal and inconsistent tempo.,1, Is the performed tempo stable? , Inconsistent tempo.,train
362,Careless Love,9,Excellent! Love the tempo and the subtle rise and fall. Careful to place the quarter notes correctly in m. 12.,2, How is the overall tempo? , Excellent tempo. ,train
363,Careless Love,9,Excellent! Love the tempo and the subtle rise and fall. Careful to place the quarter notes correctly in m. 12.,2, Is the rhythm accurate? , Careful to place the quarter notes correctly in m. 12.,train
364,Careless Love,9,"This recording is mostly accurate, but contains a mistake about the tempo at very last of the piece.",3, Is the performed note accurate? , Mostly accurate.,train
365,Careless Love,9,"This recording is mostly accurate, but contains a mistake about the tempo at very last of the piece.",3, How is the overall tempo? , Contains a mistake about the tempo at very last of the piece.,train
366,Careless Love,9,under tempo and not enough dynamic shaping  But was steady.  One rhythm mistake.,4, How is the overall tempo? , Under tempo.,train
367,Careless Love,9,under tempo and not enough dynamic shaping  But was steady.  One rhythm mistake.,4, Is there reasonable dynamics contrast? , Not enough dynamic shaping.,train
368,Careless Love,9,under tempo and not enough dynamic shaping  But was steady.  One rhythm mistake.,4, Is the rhythm accurate? , One rhythm mistake.,train
369,Careless Love,9,I like the tempo of this recording. The musical interpretation is good through the change of dynamics and the ritardando at the end. It could be better in melodic phrasing.,5, How is the overall tempo? , I like the tempo of this recording. ,train
370,Careless Love,9,I like the tempo of this recording. The musical interpretation is good through the change of dynamics and the ritardando at the end. It could be better in melodic phrasing.,5, Is the phrasing or melodic shaping clear? , It could be better in melodic phrasing.,train
371,Careless Love,9,I like the tempo of this recording. The musical interpretation is good through the change of dynamics and the ritardando at the end. It could be better in melodic phrasing.,5, Is there reasonable dynamics contrast? , Good change of dynamics.,train
372,Careless Love,9,Bit slow (should be in 2). Wrong rhythm end of line 3.,6, How is the overall tempo? , Bit slow.,train
373,Careless Love,9,Bit slow (should be in 2). Wrong rhythm end of line 3.,6, Is the rhythm accurate? , Wrong rhythm end of line 3.,train
374,Careless Love,9,"I think this one was nice to listen to because they interpreted dynamics in a way that the first piece didn't and the tempo felt right (the marking in the sheet music said moderately slow).  In the last measure of the third line, the last two quarter notes were rushed and played as eighth notes and were played after the second half note in the bass clef, which is not what was written. They did the rit at the end, which did a good job of phrasing the ending naturally.",7, How is the overall tempo? , The tempo felt right.,train
375,Careless Love,9,"I think this one was nice to listen to because they interpreted dynamics in a way that the first piece didn't and the tempo felt right (the marking in the sheet music said moderately slow).  In the last measure of the third line, the last two quarter notes were rushed and played as eighth notes and were played after the second half note in the bass clef, which is not what was written. They did the rit at the end, which did a good job of phrasing the ending naturally.",7, Is the rhythm accurate? ," In the last measure of the third line, the last two quarter notes were rushed.",train
376,Careless Love,9,"I think this one was nice to listen to because they interpreted dynamics in a way that the first piece didn't and the tempo felt right (the marking in the sheet music said moderately slow).  In the last measure of the third line, the last two quarter notes were rushed and played as eighth notes and were played after the second half note in the bass clef, which is not what was written. They did the rit at the end, which did a good job of phrasing the ending naturally.",7, Is there reasonable dynamics contrast? , They interpreted dynamics well.,train
377,Careless Love,9,"I think this one was nice to listen to because they interpreted dynamics in a way that the first piece didn't and the tempo felt right (the marking in the sheet music said moderately slow).  In the last measure of the third line, the last two quarter notes were rushed and played as eighth notes and were played after the second half note in the bass clef, which is not what was written. They did the rit at the end, which did a good job of phrasing the ending naturally.",7, Is the interpretation appropriate to the style of the composition? ," They did the rit at the end, which did a good job of phrasing the ending naturally.",train
378,Careless Love,10,N/A,-1,What kind of performance might this be? ,This is a student performance.,train
379,Careless Love,10,N/A,-1,"How would you rate the difficulty level of the piece, in a scale of 9? ",3,train
380,Careless Love,10,N/A,-1,What kind of music is this piece and what's difficult about it?,"This is a traditional song, adapted in simple melody and chords accompaniment.  ",train
381,Careless Love,10,2,1,"What is the overall score you would assign to the performance, in a scale of 5? ",2,train
382,Careless Love,10,3,1,"What is the overall score you would assign to the performance, in a scale of 5? ",2,train
383,Careless Love,10,"LH much too loud, Note errors due to ignoring Key signature. No dynamic or tempo changes",1,Can you give an overall assessment of the student performance? Elaborate in detail? ,"LH much too loud, Note errors due to ignoring Key signature. No dynamic or tempo changes",train
384,Careless Love,10,"Seems more technically sound and more confidently played (less hesitation, more fluid transition) then the above two.",1,Can you give an overall assessment of the student performance? Elaborate in detail? ,"LH much too loud, Note errors due to ignoring Key signature. No dynamic or tempo changes",train
385,Careless Love,10,4,2,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
386,Careless Love,10,2,2,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
387,Careless Love,10,"Overall playing is good. Very good tempo and rhythm. Need to rework right hand. Piece is in F Major, hence B-flat in right hand.",2,Can you give an overall assessment of the student performance? Elaborate in detail? ,"Overall playing is good. Very good tempo and rhythm. Need to rework right hand. Piece is in F Major, hence B-flat in right hand.",train
388,Careless Love,10,This recording misses the Bb through the whole piece.,2,Can you give an overall assessment of the student performance? Elaborate in detail? ,"Overall playing is good. Very good tempo and rhythm. Need to rework right hand. Piece is in F Major, hence B-flat in right hand.",train
389,Careless Love,10,1,3,"What is the overall score you would assign to the performance, in a scale of 5? ",1,train
390,Careless Love,10,2,3,"What is the overall score you would assign to the performance, in a scale of 5? ",1,train
391,Careless Love,10,Left hand way too loud; mistakes; very heavy,3,Can you give an overall assessment of the student performance? Elaborate in detail? ,Left hand way too loud; mistakes; very heavy,train
392,Careless Love,10,A wrong note is played (B flat). The player kept the tempo steady but not dynamics and expression.,3,Can you give an overall assessment of the student performance? Elaborate in detail? ,Left hand way too loud; mistakes; very heavy,train
393,Careless Love,10,1,4,"What is the overall score you would assign to the performance, in a scale of 5? ",1,train
394,Careless Love,10,1,4,"What is the overall score you would assign to the performance, in a scale of 5? ",1,train
395,Careless Love,10,LH too loud. Too slow and heavy. No flow. Two wrong notes in RH. No dynamic changes and rit at end.,4,Can you give an overall assessment of the student performance? Elaborate in detail? ,LH too loud. Too slow and heavy. No flow. Two wrong notes in RH. No dynamic changes and rit at end.,train
396,Careless Love,10,"This recording forgot the b flat in the key signature that occurs in the beginning of each phrase right before the C. That is an important part of the piece and it happens repeatedly, which changes the nature of the piece (moving it to major and taking it out of minor). Also, there was no use of dynamic variation or phrasing or any artistic change in tempo (which can be done while staying true to the sheet music).",4,Can you give an overall assessment of the student performance? Elaborate in detail? ,LH too loud. Too slow and heavy. No flow. Two wrong notes in RH. No dynamic changes and rit at end.,train
397,Careless Love,10,"LH much too loud, Note errors due to ignoring Key signature. No dynamic or tempo changes",0, Is there reasonable balance between hands? ," No, left hand is much too loud. ",train
398,Careless Love,10,"LH much too loud, Note errors due to ignoring Key signature. No dynamic or tempo changes",0, Is the performed note accurate? ," No, there were note errors due to ignoring the key signature. ",train
399,Careless Love,10,"LH much too loud, Note errors due to ignoring Key signature. No dynamic or tempo changes",0, Is there reasonable dynamics contrast and tempo changes? ," No, no dynamic or tempo changes were made.",train
400,Careless Love,10,"Seems more technically sound and more confidently played (less hesitation, more fluid transition) then the above two.",1, Is the performance hesitant or smooth? , The performance is more confidently played with less hesitation and more fluid transition. ,train
401,Careless Love,10,"Seems more technically sound and more confidently played (less hesitation, more fluid transition) then the above two.",1, How would you describe the emotional intent of the performance? , It seems more technically sound than the previous two.,train
402,Careless Love,10,"Overall playing is good. Very good tempo and rhythm. Need to rework right hand. Piece is in F Major, hence B-flat in right hand.",2, How is the overall playing? , The overall playing is good. ,train
403,Careless Love,10,"Overall playing is good. Very good tempo and rhythm. Need to rework right hand. Piece is in F Major, hence B-flat in right hand.",2, How is the overall tempo and rhythm? , The tempo and rhythm are very good. ,train
