audio_path,question,output,output_rating,gt,question_id,question_category,mae
/data/EECS-MachineListeningLab/datasets/LLaQo/objeval/songs/rg_S_13_pp/63f5a6c7ed069d3f0bb94b25_63f5cdaaed069d3f0bba7443.wav,"How would you rate the cleanliness of the attack, on a scale of 0 to 6?","[""0.5This is a bad attack. It's not even a proper attack.1.0-2.0: It's a bad attack. Don't do it like this.3.0-4.0: It's an OK attack. But it can be better.5.0 - 6.0: It's a perfect attack. Do it like this. 3.5. A good attack. But it can be better.2.5. A bad attack. Fumble the note and the rhythm.1.0. It's bad. I wouldn't do it like that.2.0. It's ugly but it's acceptable.3.0-4.0. It's good.5.0-6.0. It's perfect.4.5. A good attack. It's perfect.2.0. It's bad. Fumble the note and the rhythm.1.0. It's bad. I wouldn't do it like that.2.0. It's ugly but it's acceptable.3.0-4.0. It's good.5.0-""]",0.0,2,6,articulation,2.0
/data/EECS-MachineListeningLab/datasets/LLaQo/objeval/songs/rg_S_13_pp/63f5a6c7ed069d3f0bb94b25_63f5cdaaed069d3f0bba7443.wav,"How would you rate the correctness of the rhythm, on a scale of 0 to 6?","[""0.5 This is a simple rhythm, and the player didn't do it right.5.0It's a very simple rhythm, and they did it perfectly.5.0The player did it perfectly.5.0The player did it perfectly.5.0The player did it perfectly.5.0The player did it perfectly.5.0The player did it perfectly.5.0The player did it perfectly.5.0The player did it perfectly.5.0The player did it perfectly.5.0The player did it perfectly.5.0The player did it perfectly.5.0The player did it perfectly.5.0The player did it perfectly.5.0The player did it perfectly.5.0The player did it perfectly.5.0The player did it perfectly.5.0The player did it perfectly.5.0The player did it perfectly.5.0The player did it perfectly.5.0The player did it perfectly.5.0The player did it perfectly.5.0The player did it perfectly.5.0The player did it perfectly.5""]",0.5,4,9,rhythm and tempo,3.5
/data/EECS-MachineListeningLab/datasets/LLaQo/objeval/songs/rg_S_13_pp/63f5a6c7ed069d3f0bb94b25_63f5cdaaed069d3f0bba7443.wav,"How would you rate the consistency of the tempo, on a scale of 0 to 6?","['0.5A 3/4 rhythm is used, and the piece is not entirely comfortable to follow.5.0A good 3/4 rhythm is used, but the pace is not consistent.5.5The 3/4 rhythm is used extremely well, and the pace is consistent.6.0The 3/4 rhythm is used extremely well, and the pace is very consistent. 5.0A good 4/4 rhythm is used.5.0The 4/4 rhythm is used, but the pace is not consistent.5.5The 4/4 rhythm is used extremely well, and the pace is consistent.6.0The 4/4 rhythm is used extremely well, and the pace is very consistent. 5.0A good 2/4 rhythm is used.5.0The 2/4 rhythm is used, but the pace is not consistent.5.5The 2/4 rhythm is used extremely well, and the pace is consistent.6.0The 2/4 rhythm is used extremely well, and the pace is very consistent. 5']",0.0,4,10,rhythm and tempo,4.0
/data/EECS-MachineListeningLab/datasets/LLaQo/objeval/songs/rg_S_13_pp/63f5a6c7ed069d3f0bb94b25_63f5cdaaed069d3f0bba7443.wav,"How would you rate the connectivity of the lines, on a scale of 0 to 6?","['3.5 This is a good score. The line is mostly straight, but it has a few small imperfections.5.0 - 5.0 is a good score. It means the line is totally straight and 10.0 - 10.0 would mean the line is totally curved. A good score can be 8.0 - 9.5. A bad score can be 0 - 2.5. A good score can be 8.0 - 9.5. A bad score can be 0 - 2.5.5.0 - 5.0 is a good score. It means the line is mostly straight.5.0 - 5.0 is a good score. It means the line is mostly straight.5.0 - 5.0 is a good score. It means the line is mostly straight.5.0 - 5.0 is a good score. It means the line is mostly straight.5.0 - 5.0 is a good score. It means the line is mostly straight.5.0 - 5.0 is']",3.5,6,11,articulation,2.5
/data/EECS-MachineListeningLab/datasets/LLaQo/objeval/songs/rg_S_13_pp/63f5a6c7ed069d3f0bb94b25_63f5cdaaed069d3f0bba7443.wav,"How would you rate the sense of tonality, on a scale of 0 to 6?","['5.0Hearing the sound of the piano, but not the sound of the music.5.0Hearing the sound of the music, but not the sound of the piano.5.0Hearing the sound of the piano, but not the sound of the music.5.0Hearing the sound of the music, but not the sound of the piano.5.0Hearing the sound of the piano, but not the sound of the music.5.0Hearing the sound of the music, but not the sound of the piano.5.0Hearing the sound of the piano, but not the sound of the music.5.0Hearing the sound of the music, but not the sound of the piano.5.0Hearing the sound of the piano, but not the sound of the music.5.0Hearing the sound of the music, but not the sound of the piano.5.0Hearing the sound of the piano, but not the sound of the music.5.0Hearing the sound of the music, but not the sound of the piano.5.0Hearing']",5.0,4,12,tone production,1.0
/data/EECS-MachineListeningLab/datasets/LLaQo/objeval/songs/rg_S_13_pp/63f5a6c7ed069d3f0bb94b25_63f5cdaaed069d3f0bba7443.wav,"How would you rate the naturalness of the dynamics change, on a scale of 0 to 6?","[""4.0Not as natural-sounding as the student's version.5.0A good job. The student did a good job.5.0The student did a good job. It was very natural.5.0The student did a good job. It was very natural.5.0The student did a good job. It was very natural.5.0The student did a good job. It was very natural.5.0The student did a good job. It was very natural.5.0The student did a good job. It was very natural.5.0The student did a good job. It was very natural.5.0The student did a good job. It was very natural.5.0The student did a good job. It was very natural.5.0The student did a good job. It was very natural.5.0The student did a good job. It was very natural.5.0The student did a good job. It was very natural.5.0The student did a good job. It was very natural.5.0The student did a good""]",4.0,5,13,dynamics,1.0
/data/EECS-MachineListeningLab/datasets/LLaQo/objeval/songs/S_2/61f09e070a688c4b065d55e0_63eb160eed069d3f0bb2cd4a.wav,"How would you rate the overall performance, on a scale of 0 to 6?","[""4.5lya is a great player. I'd rate him a 6.0. 5.0. A average player. 3.5. A poor player. 1.0. a terrible player. 1.5. a bad player. 2.5. a mediocre player. 3.5. a poor player. 4.5. a good player. 5.5. an exellent player. 6.0 one of the best player in the world. 1.5. a bad player. 2.5. a mediocre player. 3.5. a poor player. 4.5. a good player. 5.5. an exellent player. 6.0 one of the best player in the world.5.5. an exellent player. 1.5. a bad player. 2.5. a mediocre player. 3.5. a poor player. 4.5. a good player. 5.5. an exellent player. 6.0 one of the best player in the world""]",4.0,3,1,summary,1.0
/data/EECS-MachineListeningLab/datasets/LLaQo/objeval/songs/S_2/61f09e070a688c4b065d55e0_63eb160eed069d3f0bb2cd4a.wav,"How would you rate the overall performance, on a scale of 0 to 6?","[""4.5lya is a great player. I'd rate him a 6.0. 5.0. A average player. 3.5. A poor player. 1.0. a terrible player. 1.5. a bad player. 2.5. a mediocre player. 3.5. a poor player. 4.5. a good player. 5.5. an exellent player. 6.0 one of the best player in the world. 1.5. a bad player. 2.5. a mediocre player. 3.5. a poor player. 4.5. a good player. 5.5. an exellent player. 6.0 one of the best player in the world.5.5. an exellent player. 1.5. a bad player. 2.5. a mediocre player. 3.5. a poor player. 4.5. a good player. 5.5. an exellent player. 6.0 one of the best player in the world""]",4.0,3,2,summary,1.0
/data/EECS-MachineListeningLab/datasets/LLaQo/objeval/songs/S_2/61f09e070a688c4b065d55e0_63eb160eed069d3f0bb2cd4a.wav,"How would you rate if the legato is even, on a scale of 0 to 6?","[""4.5anouther student's score is 3.5. 3.5 > 4.5, so your score is 6.0. Another student's score is 3.5. 3.5 > 4.5, so your score is 6.0. another student's score is 3.5. 3.5 > 4.5, so your score is 6.0. another student's score is 3.5. 3.5 > 4.5, so your score is 6.0. another student's score is 3.5. 3.5 > 4.5, so your score is 6.0. another student's score is 3.5. 3.5 > 4.5, so your score is 6.0. another student's score is 3.5. 3.5 > 4.5, so your score is 6.0. another student's score is 3.5. 3.5 > 4.5, so your score is""]",4.0,5,3,coordination,1.0
/data/EECS-MachineListeningLab/datasets/LLaQo/objeval/songs/S_2/61f09e070a688c4b065d55e0_63eb160eed069d3f0bb2cd4a.wav,"How would you rate the uniformity of the note values, on a scale of 0 to 6?",['6A good player would give a score of 6.1.2.5.1.4.3.2.4.5.6.1.4.3.2.4.5.6.1.2.5.1.4.3.2.4.5.6.1.4.3.2.4.5.6.1.2.5.1.4.3.2.4.5.6.1.4.3.2.4.5.6.1.2.5.1.4.3.2.4.5.6.1.4.3.2.4.5.6.1.2.5.1.4.3.2.4.5.6.1.4.3.2.4.5.6.1.2.5.1.4.3.2.4.5.6.1.4.3.2.4.5.6.1.2.5.1.4.3.2.4'],6.1,5,4,coordination,1.0999999999999996
/data/EECS-MachineListeningLab/datasets/LLaQo/objeval/songs/S_2/61f09e070a688c4b065d55e0_63eb160eed069d3f0bb2cd4a.wav,"How would you rate the solidity of the sound, on a scale of 0 to 6?",['4. A good sound. But it was missing a lot of low freq. information. 1. The sound is not solid at all. 2. The sound is soft and insubstantial. 3. The sound is average. 4. A good sound. 5. The sound is amazing. More than excellent. 6. The sound is incredible. It feels like a hug for the listener.'],4.0,2,5,tone production,2.0
/data/EECS-MachineListeningLab/datasets/LLaQo/objeval/songs/S_2/61f09e070a688c4b065d55e0_63eb160eed069d3f0bb2cd4a.wav,"How would you rate the cleanliness of the attack, on a scale of 0 to 6?","[""4.5 Flat is fine. It's the rest that affects the feel of the phrase. 1.5 + 2 = 3.5 but the 2 is much louder than the 1.5 so it's more like 3.5 + 4 = 7.5. Ugh. That's a big difference. 1.5 + 2 = 3.5. A flat is just a zero. It's not even a.5. It's just zero. 0 + 2 = 2. 1.5 + 2 = 3.5. 3.5 - 2 = 1.5. 1.5 + 2 = 3.5. 3.5 - 1 = 2.5. 2.5 + 1 = 3.5. 3.5 - 2 = 1.5. 1.5 + 2 = 3.5. 3.5 - 1 = 2.5. 2.5 + 1 = 3.5. 3.""]",4.5,5,6,articulation,0.5
/data/EECS-MachineListeningLab/datasets/LLaQo/objeval/songs/S_2/61f09e070a688c4b065d55e0_63eb160eed069d3f0bb2cd4a.wav,"How would you rate the balance between the left and right hands, on a scale of 0 to 6?","[""4A good balance with a slight emphasis on the left side. 5 - 6: How would you describe the player's style?Very elegant and refined. 3.5A good balance with a slight emphasis on the right side. 1 - 3: How would you rate the player's technical ability?3Excellently technical. 1 - 10: How would you rate the player's interpretability?10The player has a beautiful interpretation of the music. 10 - 12: How would you rate the player's artistry?10The player has a beautiful interpretation of the music. 3.5A good balance with a slight emphasis on the right side. 1 - 3: How would you rate the player's technical ability?3Excellently technical. 1 - 10: How would you rate the player's interpretability?10The player has a beautiful interpretation of the music. 10 - 12: How would you rate the player's artistry?10The player has a beautiful interpretation of the music. 3.5A good balance with a slight emphasis on the""]",5.0,5,7,dynamics,0.0
/data/EECS-MachineListeningLab/datasets/LLaQo/objeval/songs/S_2/61f09e070a688c4b065d55e0_63eb160eed069d3f0bb2cd4a.wav,"How would you rate the alignment of timings between the left and right hands, on a scale of 0 to 6?",['4\tLine 1: 4 Line 2: 4 Line 3: 4 Line 4: 4 Line 5: 6      4A good performance. 1.5/2.5 3.5/4.5 1.5/2.5 4/5 2/3 1.5/2.5 3.5/4.5 1.5/2.5 A good performance. 1.5/2.5 3.5/4.5 1.5/2.5 4/5 2/3 1.5/2.5 3.5/4.5 1.5/2.5 4/5 2/3 1.5/2.5 3.5/4.5 1.5/2.5 4/5 2/3 1.5/2.5 3.5/4.5 1.5/2.5 4/5 2/3'],4.0,5,8,coordination,1.0
/data/EECS-MachineListeningLab/datasets/LLaQo/objeval/songs/S_2/61f09e070a688c4b065d55e0_63eb160eed069d3f0bb2cd4a.wav,"How would you rate the correctness of the rhythm, on a scale of 0 to 6?","['4. A good excercise for the student is to repeat the same exercise with a different rhythm, to help him develop his sense of rhythm. 3.5/6. A good excercise for the student is to repeat the same exercise with a different rhythm, to help him develop his sense of rhythm. 3.5/6. 3.5/6. A good excercise for the student is to repeat the same exercise with a different rhythm, to help him develop his sense of rhythm. 3.5/6. A good excercise for the student is to repeat the same exercise with a different rhythm, to help him develop his sense of rhythm. 3.5/6. A good excercise for the student is to repeat the same exercise with a different rhythm, to help him develop his sense of rhythm. 3.5/6. A good excercise for the student is to repeat the same exercise with a different rhythm, to help him develop his sense of rhythm. 3.5/6. A good excercise for the student is to repeat the same exercise with a different rhythm, to help']",4.0,6,9,rhythm and tempo,2.0
/data/EECS-MachineListeningLab/datasets/LLaQo/objeval/songs/S_2/61f09e070a688c4b065d55e0_63eb160eed069d3f0bb2cd4a.wav,"How would you rate the consistency of the tempo, on a scale of 0 to 6?","['0. This is a very slow performance. 2. The tempo is relatively consistent. 4. The tempo is fairly consistent, but with a slight increase as the piece comes to a close. 6. This is a very fast performance. 1. This is a very slow performance. 3. The tempo is mostly consistent, but with a minor deceleration. 5. This is a very fast performance. during the piece. A good performance would be rated 4 or 5 on a scale of 0-6. 5. This is a very fast performance. during the piece. A good performance would be rated 4 or 5 on a scale of 0-6. 1. This is a very slow performance. 2. The tempo is relatively consistent. 4. The tempo is fairly consistent, but with a slight increase as the piece comes to a close. 6. This is a very fast performance. 1. This is a very slow performance. 3. The tempo is mostly consistent, but with a minor deceleration. 5. This is a very fast performance.']",0.0,2,10,rhythm and tempo,2.0
/data/EECS-MachineListeningLab/datasets/LLaQo/objeval/songs/S_2/61f09e070a688c4b065d55e0_63eb160eed069d3f0bb2cd4a.wav,"How would you rate the connectivity of the lines, on a scale of 0 to 6?","['6. The lines are completely connected. 1.5 or 3.5 are all relative. Can you explain why you chose this rating?I would rate the connectivity of the lines as 6, The lines are completely connected. 1.5 or 3.5 are all relative. Can you explain why you chose this rating? 1.5 or 3.5 are not relevant. I chose this rating because the lines are completely connected. 1.5 or 3.5 are not relevant. I chose this rating because the lines are completely connected. 1.5 or 3.5 are not relevant. I chose this rating because the lines are completely connected. 1.5 or 3.5 are not relevant. I chose this rating because the lines are completely connected. 1.5 or 3.5 are not relevant. I chose this rating because the lines are completely connected. 1.5 or 3.5 are not relevant. I chose this rating because the lines are completely connected. 1.5 or 3.5 are not relevant. I chose this rating because the']",6.0,5,11,articulation,1.0
/data/EECS-MachineListeningLab/datasets/LLaQo/objeval/songs/S_2/61f09e070a688c4b065d55e0_63eb160eed069d3f0bb2cd4a.wav,"How would you rate the sense of tonality, on a scale of 0 to 6?","['4 Line includes a short phrase that repeats at the end. 5 1.5 2.5 3.5 4.5 5.5 -1.5 -2.5 -3.5 -4.5 -5.5 ""I love this song."" 1 2 3 4 5 How would you rate the song, on a scale from 1 to 5?   5\nLine includes a short phrase that repeats at the end. 5 1.5 2.5 3.5 4.5 5.5 -1.5 -2.5 -3.5 -4.5 -5.5 ""I love this song."" 1 2 3 4 5 How would you rate the song, on a scale from 1 to 5?   5 Line includes a short phrase that repeats at the end. 5 1.5 2.5 3.5 4.5 5.5 -1.5 -2.5 -3.5 -4.5 -5.5']",4.0,5,12,tone production,1.0
/data/EECS-MachineListeningLab/datasets/LLaQo/objeval/songs/S_2/61f09e070a688c4b065d55e0_63eb160eed069d3f0bb2cd4a.wav,"How would you rate the naturalness of the dynamics change, on a scale of 0 to 6?","['4A good change, but not as elegant as the first one. 3.5A good change, but it could be more distinct. 4Another good one. 3.5A good change, but it could be more distinct. 4A good change, but not as elegant as the first one. 3.5A good change, but it could be more distinct. 4Another good one. 3.5A good change, but it could be more distinct. 4A good change, but not as elegant as the first one. 3.5A good change, but it could be more distinct. 4Another good one. 3.5A good change, but it could be more distinct. 4A good change, but not as elegant as the first one. 3.5A good change, but it could be more distinct. 4Another good one. 3.5A good change, but it could be more distinct. 4A good change, but not as elegant as the first one. 3.5A good change, but it could be more']",3.0,5,13,dynamics,2.0
/data/EECS-MachineListeningLab/datasets/LLaQo/objeval/songs/S_2/63218a11c6190f3921803bd7_64462e480d12a78974fafa56.wav,"How would you rate the overall performance, on a scale of 0 to 6?",['6.0 5.0 4.0 3.0 2.0 1.0 0.0 6.0 5.0 4.0 3.0 2.0 1.0 0.0   Another fine performance from the player. I would rate it 6.0. 5.0 4.0 3.0 2.0 1.0 0.0 5.0 4.0 3.0 2.0 1.0 0.0 Another fine performance from the player. I would rate it 6.0. 5.0 4.0 3.0 2.0 1.0 0.0 5.0 4.0 3.0 2.0 1.0 0.0 Another fine performance from the player. I would rate it 6.0. 5.0 4.0 3.0 2.0 1.0 0.0 5.0 4.0 3.'],6.0,3,1,summary,3.0
/data/EECS-MachineListeningLab/datasets/LLaQo/objeval/songs/S_2/63218a11c6190f3921803bd7_64462e480d12a78974fafa56.wav,"How would you rate the overall performance, on a scale of 0 to 6?",['6.0 5.0 4.0 3.0 2.0 1.0 0.0 6.0 5.0 4.0 3.0 2.0 1.0 0.0   Another fine performance from the player. I would rate it 6.0. 5.0 4.0 3.0 2.0 1.0 0.0 5.0 4.0 3.0 2.0 1.0 0.0 Another fine performance from the player. I would rate it 6.0. 5.0 4.0 3.0 2.0 1.0 0.0 5.0 4.0 3.0 2.0 1.0 0.0 Another fine performance from the player. I would rate it 6.0. 5.0 4.0 3.0 2.0 1.0 0.0 5.0 4.0 3.'],6.0,3,2,summary,3.0
/data/EECS-MachineListeningLab/datasets/LLaQo/objeval/songs/S_2/63218a11c6190f3921803bd7_64462e480d12a78974fafa56.wav,"How would you rate if the legato is even, on a scale of 0 to 6?","['4.5Left hand part is played by violin, right hand part is played by keyboard.Key signature is 2 sharp.Left hand: 3 2 1 2 3 2 1Right hand: 3 2 1 2 3 2 1Another way to practice this is to play the melody with your violin, and then play the same melody with the keyboard. This will help you develop your sense of timing and intonation. 3.5 4.5 5.5 6.5 7.5 8.5 9.5 10.5 11.5 12.5 13.5 14.5 15.5 16.5 17.5 18.5 19.5 20.5 21.5 22.5 23.5 24.5 25.5 26.5 27.5 28.5 29.5 30.5 31.5 32.5 33.5 34.5 35.5 36.']",4.0,2,3,coordination,2.0
/data/EECS-MachineListeningLab/datasets/LLaQo/objeval/songs/S_2/63218a11c6190f3921803bd7_64462e480d12a78974fafa56.wav,"How would you rate the uniformity of the note values, on a scale of 0 to 6?","['6      Left-hand note duration is 1 beat, and right-hand note duration is 1 beat. Therefore, the note values are very close to being uniform.      Left-hand note duration is 1 beat, and right-hand note duration is 1 beat. Therefore, the note values are very close to being uniform.   score: 6      Left-hand note duration is 1 beat, and right-hand note duration is 1 beat. Therefore, the note values are very close to being uniform.      Left-hand note duration is 1 beat, and right-hand note duration is 1 beat. Therefore, the note values are very close to being uniform.   score: 6      Left-hand note duration is 1 beat, and right-hand note duration is 1 beat. Therefore, the note values are very close to being uniform.      Left-hand note duration is 1 beat, and right-hand note duration is 1 beat. Therefore, the note values are very close to being uniform.   score: 6      Left-hand note duration is 1 beat, and right-hand note duration is 1 beat. Therefore, the']",6.0,1,4,coordination,5.0
/data/EECS-MachineListeningLab/datasets/LLaQo/objeval/songs/S_2/63218a11c6190f3921803bd7_64462e480d12a78974fafa56.wav,"How would you rate the solidity of the sound, on a scale of 0 to 6?",['4.5 5.0 5.5 6.0 4.5 5.0 5.5 6.0 Score the sound. 4.5 5.0 5.5 6.0 Scores and sound. 4.5 5.0 5.5 6.0 4.5 5.0 5.5 6.0 4.5 5.0 5.5 6.0 4.5 5.0 5.5 6.0 4.5 5.0 5.5 6.0 4.5 5.0 5.5 6.0 4.5 5.0 5.5 6.0 4.5 5.0 5.5 6.0 4.5 5.0 5.5 6.0 4.5 5.0 5.5 6.0 4.5 5.0 5.5 6.0 4'],4.5,2,5,tone production,2.5
/data/EECS-MachineListeningLab/datasets/LLaQo/objeval/songs/S_2/63218a11c6190f3921803bd7_64462e480d12a78974fafa56.wav,"How would you rate the cleanliness of the attack, on a scale of 0 to 6?","[""6. A beautiful attack with a good grunge and a lot of depth. 2.5/6. How would you rate the overall sound of the track?6. A great tune with a good melody and chord progression. 2.5/6 3.5/6 in comparison to the other tracks. How would you rate the performance of the singer?4/6, a good singer but not outstanding. 4/6. How would you rate the song's catchiness?4/6, a good melody is hard to get out of your head. 4/6. How would you rate the song's versatility for different audiences?4/6, it can be enjoyed by a wide range of people. 4/6. How would you rate the education value of the song for someone learning English?4/6, it's a good pop song in English. 4/6. How would you rate the song's country of origin?4/6, no specific country, just a general location. 4/6. How would you rate the song's culture of origin?4/6, no""]",6.0,2,6,articulation,4.0
/data/EECS-MachineListeningLab/datasets/LLaQo/objeval/songs/S_2/63218a11c6190f3921803bd7_64462e480d12a78974fafa56.wav,"How would you rate the balance between the left and right hands, on a scale of 0 to 6?","['6  wy was given to the left hand, and 5 to the right hand. 3.5Left hand 4.5Right and left hands are balanced. 6A fine balance between the left and right hands.Emperor of the music. 3.5Left hand 4.5Right and left hands are balanced. 6A fine balance between the left and right hands.Emperor of the music. 3.5Left hand 4.5Right and left hands are balanced. 6A fine balance between the left and right hands.Emperor of the music. 3.5Left hand 4.5Right and left hands are balanced. 6A fine balance between the left and right hands.Emperor of the music. 3.5Left hand 4.5Right and left hands are balanced. 6A fine balance between the left and right hands.Emperor of the music. 3.5Left hand 4.5Right and left hands are balanced. 6A fine balance between the left and right hands.Emperor of the music. 3']",6.0,2,7,dynamics,4.0
/data/EECS-MachineListeningLab/datasets/LLaQo/objeval/songs/S_2/63218a11c6190f3921803bd7_64462e480d12a78974fafa56.wav,"How would you rate the alignment of timings between the left and right hands, on a scale of 0 to 6?","[""6  wythout any imperfection. 3.5  There is some imperfection, but overall it's good. 1.5  There is a problem with the alignment of the left and right hand timings. 1  There is a significant problem with the alignment of the left and right hand timings. 1  There is a significant problem with the left and right hand timings. 1  There is a significant problem with the left and right hand timings. 1  There is a significant problem with the left and right hand timings. 1  There is a significant problem with the left and right hand timings. 1  There is a significant problem with the left and right hand timings. 1  There is a significant problem with the left and right hand timings. 1  There is a significant problem with the left and right hand timings. 1  There is a significant problem with the left and right hand timings. 1  There is a significant problem with the left and right hand timings. 1  There is a significant problem with the left and right hand timings. 1""]",6.0,2,8,coordination,4.0
/data/EECS-MachineListeningLab/datasets/LLaQo/objeval/songs/S_2/63218a11c6190f3921803bd7_64462e480d12a78974fafa56.wav,"How would you rate the correctness of the rhythm, on a scale of 0 to 6?","['4.5  This question is part of the test or assignment given to the student. Other question about the same topic is:How would you rate the correctness of the melody, on a scale of 0 to 6?6.5 1.5 2.5 3.5 4.5 5.5 6.5 0.5 1.5 2.5 3.5 4.5 5.5 6.5 0.5 1.5 2.5 3.5 4.5 5.5 6.5 0.5 1.5 2.5 3.5 4.5 5.5 6.5 0.5 1.5 2.5 3.5 4.5 5.5 6.5 0.5 1.5 2.5 3.5 4.5 5.5 6.5 0.5 1.5 2.5 3.5 4.5']",4.5,3,9,rhythm and tempo,1.5
/data/EECS-MachineListeningLab/datasets/LLaQo/objeval/songs/S_2/63218a11c6190f3921803bd7_64462e480d12a78974fafa56.wav,"How would you rate the consistency of the tempo, on a scale of 0 to 6?","['6   This is a great performance and the tempo is very consistent, with a slight increase in the middle section. 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1']",6.0,0,10,rhythm and tempo,6.0
/data/EECS-MachineListeningLab/datasets/LLaQo/objeval/songs/S_2/63218a11c6190f3921803bd7_64462e480d12a78974fafa56.wav,"How would you rate the connectivity of the lines, on a scale of 0 to 6?",['6 5 4 3 2 1 0        6      Line 1: 6      Line 2: 5      Line 3: 4      Line 4: 3      Line 5: 2      Line 6: 1      Line 0: 0 1 2 3 4 5 6   Line 1: 6      Line 2: 5      Line 3: 4      Line 4: 3      Line 5: 2      Line 6: 1      Line 0: 0 1 2 3 4 5 6   Line 1: 6      Line 2: 5      Line 3: 4      Line 4: 3      Line 5: 2      Line 6: 1      Line 0: 0 1 2 3 4 5 6   Line 1: 6      Line 2: 5      Line 3: 4      Line 4: 3      Line 5:'],6.0,3,11,articulation,3.0
/data/EECS-MachineListeningLab/datasets/LLaQo/objeval/songs/S_2/63218a11c6190f3921803bd7_64462e480d12a78974fafa56.wav,"How would you rate the sense of tonality, on a scale of 0 to 6?","['6. There is a beautiful and melancholic theme, and a fine piano accompaniment. 0.0 0.5 1.0 1.5 2.0 2.5 3.0 3.5 4.0 4.5 5.0 5.5 6.0 0.0 0.5 1.0 1.5 2.0 2.5 3.0 3.5 4.0 4.5 5.0 5.5 6.0 0.5 1.0 1.5 2.0 2.5 3.0 3.5 4.0 4.5 5.0 5.5 6.0 1.0 1.5 2.0 2.5 3.0 3.5 4.0 4.5 5.0 5.5 6.0 1.5 2.0 2.5 3.0 3']",6.0,2,12,tone production,4.0
/data/EECS-MachineListeningLab/datasets/LLaQo/objeval/songs/S_2/63218a11c6190f3921803bd7_64462e480d12a78974fafa56.wav,"How would you rate the naturalness of the dynamics change, on a scale of 0 to 6?","[""6A good change in dynamics, adapting to the music.         6      Friedman's performance is exemplary.         6      A good change in dynamics, adapting to the music.  How would you rate the execution of the performance?6A good execution, adapting to the music.         6      Friedman's performance is exemplary.  How would you rate the interpretation of the music?6A good interpretation of the music.         6      Friedman's performance is exemplary.      +3.5A slightly conservative performance, but a good job.      +3.5A slightly conservative performance, but a good job.      +3.5A slightly conservative performance, but a good job.      +3.5A slightly conservative performance, but a good job.      +3.5A slightly conservative performance, but a good job.      +3.5A slightly conservative performance, but a good job.      +3.5A slightly conservative performance, but a good job.      +3.5A slightly conservative performance, but a good job.      +3.5A slightly conservative performance, but a good job""]",6.0,2,13,dynamics,4.0
