,piece_name,recording_number,original_feedback,assessor_idx,Q,A,split
387,Cielito Lindo,2,"Mistake-free playing, high musicality. Melody could be clearer.",5, Is the phrasing or melodic shaping clear? , Melody could be clearer.,train
388,Cielito Lindo,2,LH not staccato. Wrong note.,6, Is the articulation appropriate? , LH not staccato.,train
389,Cielito Lindo,2,LH not staccato. Wrong note.,6, Is the performed note accurate? , Wrong note.,train
390,Cielito Lindo,2,Very good tempo and melody line except the some of the staccatos are too long,7, How is the overall tempo? , Very good tempo.,train
391,Cielito Lindo,2,Very good tempo and melody line except the some of the staccatos are too long,7, Is the phrasing or melodic shaping clear? , Melody line good except some of the staccatos are too long.,train
392,Cielito Lindo,3,4,1,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
393,Cielito Lindo,3,4,1,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
394,Cielito Lindo,3,5,2,"What is the overall score you would assign to the performance, in a scale of 5? ",5,train
395,Cielito Lindo,3,4,2,"What is the overall score you would assign to the performance, in a scale of 5? ",5,train
396,Cielito Lindo,3,3,3,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
397,Cielito Lindo,3,4,3,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
398,Cielito Lindo,3,3,4,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
399,Cielito Lindo,3,5,4,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
400,Cielito Lindo,3,Generally very accurate. RH should be much more legato,0, Is the performed note accurate? , Generally very accurate. ,train
401,Cielito Lindo,3,Generally very accurate. RH should be much more legato,0, Is the articulation appropriate? , RH should be much more legato. ,train
402,Cielito Lindo,3,"The notes and rhythms were all played correctly, but the song dragged a bit. In addition, they didn't follow the staccato notation in the left hand, so that was technically incorrect.",1, Is the performed note accurate? , The notes were all played correctly.,train
403,Cielito Lindo,3,"The notes and rhythms were all played correctly, but the song dragged a bit. In addition, they didn't follow the staccato notation in the left hand, so that was technically incorrect.",1, Is the performed rhythm accurate? , The rhythms were all played correctly. ,train
404,Cielito Lindo,3,"The notes and rhythms were all played correctly, but the song dragged a bit. In addition, they didn't follow the staccato notation in the left hand, so that was technically incorrect.",1, How is the overall tempo? , The song dragged a bit.,train
405,Cielito Lindo,3,"The notes and rhythms were all played correctly, but the song dragged a bit. In addition, they didn't follow the staccato notation in the left hand, so that was technically incorrect.",1, Is the performance following score instructions? , They didn't follow the staccato notation in the left hand. ,train
406,Cielito Lindo,3,Accurate reading! Very good! Be sure right hand plays legato throughout.,2, Is the performed note accurate? , Accurate reading! ,train
407,Cielito Lindo,3,Accurate reading! Very good! Be sure right hand plays legato throughout.,2, In which skill level would you say the performer is in? , Very good!,train
408,Cielito Lindo,3,Accurate reading! Very good! Be sure right hand plays legato throughout.,2, Is the articulation appropriate? , Be sure right hand plays legato throughout. ,train
409,Cielito Lindo,3,"The piece was played accurately to the sheet music, but did not have the same liveliness in sound as Cielito Lindo 02. It also could have been played better using the legatos marked on the music.",3, Is the performed note accurate? , The piece was played accurately to the sheet music. ,train
410,Cielito Lindo,3,"The piece was played accurately to the sheet music, but did not have the same liveliness in sound as Cielito Lindo 02. It also could have been played better using the legatos marked on the music.",3, How would you describe the emotional intent of the performance? , Did not have the same liveliness in sound as Cielito Lindo 02.,train
411,Cielito Lindo,3,"The piece was played accurately to the sheet music, but did not have the same liveliness in sound as Cielito Lindo 02. It also could have been played better using the legatos marked on the music.",3, Is the articulation appropriate? , It could have been played better using the legatos marked on the music. ,train
412,Cielito Lindo,3,"Sometimes did not hold ties in right hand.  Okay performance, a bit heavy in the left hand.",4, Is the performed note accurate? , Sometimes did not hold ties in right hand. ,train
413,Cielito Lindo,3,"Sometimes did not hold ties in right hand.  Okay performance, a bit heavy in the left hand.",4, Is the performance hesitant or smooth? , Okay performance.,train
414,Cielito Lindo,3,"Sometimes did not hold ties in right hand.  Okay performance, a bit heavy in the left hand.",4, Is the articulation appropriate? , A bit heavy in the left hand.,train
415,Cielito Lindo,3,"Nice playing. Was a little slow and could have better phrasing, but overall very good and consistent.",5, In which skill level would you say the performer is in? , Nice playing.,train
416,Cielito Lindo,3,"Nice playing. Was a little slow and could have better phrasing, but overall very good and consistent.",5, How is the overall tempo? , Was a little slow. ,train
417,Cielito Lindo,3,"Nice playing. Was a little slow and could have better phrasing, but overall very good and consistent.",5, Is the phrasing or melodic shaping clear? , Could have better phrasing.,train
418,Cielito Lindo,3,RH ties not held and some rests added.. Too slow. Inconsistent LH stacc.,6, Is the performed note accurate? , RH ties not held and some rests added.,train
419,Cielito Lindo,3,RH ties not held and some rests added.. Too slow. Inconsistent LH stacc.,6, How is the overall tempo? , Too slow. ,train
420,Cielito Lindo,3,RH ties not held and some rests added.. Too slow. Inconsistent LH stacc.,6, Is the articulation appropriate? , Inconsistent LH stacc. ,train
421,Cielito Lindo,3,Sounds very good.,7, In which skill level would you say the performer is in? , Sounds very good.,train
422,Cielito Lindo,3,Sounds very good.,7," What is the overall score you would assign to the performance, in a scale of 5? ", 4,train
423,Cielito Lindo,4,4,1,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
424,Cielito Lindo,4,4,1,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
425,Cielito Lindo,4,4,2,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
426,Cielito Lindo,4,3,2,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
427,Cielito Lindo,4,4,3,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
428,Cielito Lindo,4,2,3,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
429,Cielito Lindo,4,3,4,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
430,Cielito Lindo,4,4,4,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
431,Cielito Lindo,4,Very accurate but a tiny mistake on RH end of line 2,0, Is the performed note accurate? , Very accurate but a tiny mistake on RH end of line 2.,train
432,Cielito Lindo,4,"This flowed pretty well! A note or rhythm here or there was missed, but it wasn't too noticeable.",1, Is the performance hesitant or smooth? , This flowed pretty well. ,train
433,Cielito Lindo,4,"This flowed pretty well! A note or rhythm here or there was missed, but it wasn't too noticeable.",1, Is the performed note accurate? ," A note or rhythm here or there was missed, but it wasn't too noticeable. ",train
434,Cielito Lindo,4,Very good! Need to differentiate staccato left hand quarter notes vs. eighth notes. Rhythm is excellent! Good tempo!,2, Is the articulation appropriate? , Need to differentiate staccato left hand quarter notes vs. eighth notes. ,train
435,Cielito Lindo,4,Very good! Need to differentiate staccato left hand quarter notes vs. eighth notes. Rhythm is excellent! Good tempo!,2, Is the performed rhythm accurate? , The rhythm is excellent. ,train
436,Cielito Lindo,4,Very good! Need to differentiate staccato left hand quarter notes vs. eighth notes. Rhythm is excellent! Good tempo!,2, Is the performed tempo stable? , Good tempo. ,train
437,Cielito Lindo,4,"At least one very obvious mistake in the playing (right hand melody second line). A bit boring, emotionless. Dynamics felt very flat.",3, Is the performance following score instructions? , At least one very obvious mistake in the playing (right hand melody second line). ,train
438,Cielito Lindo,4,"At least one very obvious mistake in the playing (right hand melody second line). A bit boring, emotionless. Dynamics felt very flat.",3, How would you describe the emotional intent of the performance? ," A bit boring, emotionless. ",train
439,Cielito Lindo,4,"At least one very obvious mistake in the playing (right hand melody second line). A bit boring, emotionless. Dynamics felt very flat.",3, Is there reasonable dynamics contrast? , Dynamics felt very flat. ,train
440,Cielito Lindo,4,good performance; right hand had a little flub.  Could use more melodic shaping.  Nice tempo,4, Is the performance following score instructions? , Good performance; right hand had a little flub. ,train
441,Cielito Lindo,4,good performance; right hand had a little flub.  Could use more melodic shaping.  Nice tempo,4, How is the phrasing or melodic shaping? , Could use more melodic shaping. ,train
442,Cielito Lindo,4,good performance; right hand had a little flub.  Could use more melodic shaping.  Nice tempo,4, How is the overall tempo?  , Nice tempo. ,train
443,Cielito Lindo,4,"The accuracy of the notes is a bit inconsistent. The player conveys an upbeat tempo and mood well. It seems the bass clef chords may not be very in tune, but the player pushed past this and continued well.",5, Is the performed note accurate? , The accuracy of the notes is a bit inconsistent. ,train
444,Cielito Lindo,4,"The accuracy of the notes is a bit inconsistent. The player conveys an upbeat tempo and mood well. It seems the bass clef chords may not be very in tune, but the player pushed past this and continued well.",5, How is the overall tempo? , The player conveys an upbeat tempo and mood well. ,train
445,Cielito Lindo,4,"The accuracy of the notes is a bit inconsistent. The player conveys an upbeat tempo and mood well. It seems the bass clef chords may not be very in tune, but the player pushed past this and continued well.",5, Is the performed note accurate? , It seems the bass clef chords may not be very in tune. ,train
446,Cielito Lindo,4,RH articulation not observed (added staccato). Mistake RH line 3. Tempo slow. F/mf dynamics not clear.,6, Is the articulation appropriate? , RH articulation not observed (added staccato). ,train
447,Cielito Lindo,4,RH articulation not observed (added staccato). Mistake RH line 3. Tempo slow. F/mf dynamics not clear.,6, Is the performed note accurate? , Mistake RH line 3. ,train
448,Cielito Lindo,4,RH articulation not observed (added staccato). Mistake RH line 3. Tempo slow. F/mf dynamics not clear.,6, Is the performed tempo stable? , Tempo slow. ,train
449,Cielito Lindo,4,RH articulation not observed (added staccato). Mistake RH line 3. Tempo slow. F/mf dynamics not clear.,6, Is there reasonable dynamics contrast? , F/mf dynamics not clear. ,train
450,Cielito Lindo,4,"This was excellent except for the one measure where the a note was a little off, and one chord was completely skipped.",7, Is the performed note accurate? ," This was excellent except for the one measure where a note was a little off, and one chord was completely skipped. ",train
451,Cielito Lindo,4,"This was excellent except for the one measure where the a note was a little off, and one chord was completely skipped.",7, Is the performance hesitant or smooth? ," Smooth, except for a skipped chord.",train
452,Cielito Lindo,5,4,1,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
453,Cielito Lindo,5,5,1,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
454,Cielito Lindo,5,4,2,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
455,Cielito Lindo,5,2,2,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
456,Cielito Lindo,5,2,3,"What is the overall score you would assign to the performance, in a scale of 5? ",2,train
457,Cielito Lindo,5,4,3,"What is the overall score you would assign to the performance, in a scale of 5? ",2,train
458,Cielito Lindo,5,3,4,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
459,Cielito Lindo,5,3,4,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
460,Cielito Lindo,5,"RH errors in Mm. 8 and 10, but accurate otherwise",0, Is the performed note accurate? ," RH errors in Mm. 8 and 10, but accurate otherwise. ",train
461,Cielito Lindo,5,"RH errors in Mm. 8 and 10, but accurate otherwise",0, What does the student needs to work on? , Correcting RH errors in Mm. 8 and 10.,train
462,Cielito Lindo,5,"Like the above track, this performance had a missed note or two, but they instead embraced the missed part and continued forward as though it were correct. As such, I think it was quite a good job!",1, Is the performed note accurate? , Missed note or two.,train
463,Cielito Lindo,5,"Like the above track, this performance had a missed note or two, but they instead embraced the missed part and continued forward as though it were correct. As such, I think it was quite a good job!",1," What is the overall score you would assign to the performance, in a scale of 5? "," Quite a good job, 4/5.",train
464,Cielito Lindo,5,"Like the above track, this performance had a missed note or two, but they instead embraced the missed part and continued forward as though it were correct. As such, I think it was quite a good job!",1, How would you describe the emotional intent of the performance? , Embraced the missed part and continued forward as though it were correct.,train
465,Cielito Lindo,5,Student has a good grasp of harmony. Able to make the piece sound correct with his/her own additions.   Need to read score more carefully.  Be sure left hand is consistent throughout with the length of the staccatos.,2, What does the student needs to work on? , Need to read score more carefully. Be sure left hand is consistent throughout with the length of the staccatos.,train
466,Cielito Lindo,5,Student has a good grasp of harmony. Able to make the piece sound correct with his/her own additions.   Need to read score more carefully.  Be sure left hand is consistent throughout with the length of the staccatos.,2, How would you describe the emotional intent of the performance? , Student has a good grasp of harmony. Able to make the piece sound correct with his/her own additions.,train
467,Cielito Lindo,5,"Did not respect all the staccato chords in the left hand. Felt very forced. Did not respect the ""lively"" suggestion by the composer. Bland.",3, How would you describe the emotional intent of the performance? ," Felt very forced. Did not respect the ""lively"" suggestion by the composer. Bland.",train
468,Cielito Lindo,5,"Did not respect all the staccato chords in the left hand. Felt very forced. Did not respect the ""lively"" suggestion by the composer. Bland.",3, What does the student needs to work on? , Respecting all the staccato chords in the left hand.,train
469,Cielito Lindo,5,occasional heaviness in the left hand.  A few wrong notes and rhythms.  Tempo is good.,4, Is the performed note accurate? , A few wrong notes. ,train
470,Cielito Lindo,5,occasional heaviness in the left hand.  A few wrong notes and rhythms.  Tempo is good.,4, How is the overall tempo? , Tempo is good.,train
471,Cielito Lindo,5,occasional heaviness in the left hand.  A few wrong notes and rhythms.  Tempo is good.,4, Is there a reasonable balance between hands? , Occasional heaviness in the left hand.,train
472,Cielito Lindo,5,"The player seemed to lack confidence in the chords at the beginning, but quickly improved. There is good balance and tonality.",5, How would you describe the emotional intent of the performance? ," The player seemed to lack confidence in the chords at the beginning, but quickly improved.",train
473,Cielito Lindo,5,"The player seemed to lack confidence in the chords at the beginning, but quickly improved. There is good balance and tonality.",5, Is there a reasonable balance between hands? , There is good balance.,train
474,Cielito Lindo,5,"The player seemed to lack confidence in the chords at the beginning, but quickly improved. There is good balance and tonality.",5, How would you describe the tone production? , There is good tonality.,train
475,Cielito Lindo,5,Inconsistent LH staccato. Wrong rhythms and notes in middle.,6, Is the articulation appropriate? , Inconsistent LH staccato.,train
476,Cielito Lindo,5,Inconsistent LH staccato. Wrong rhythms and notes in middle.,6, Is the performed note accurate? , Wrong notes in middle.,train
477,Cielito Lindo,5,"There were many pauses that were incorrect in length -- either too long or too short. Also, the staccato notes were inconsistent: some were longer in length than others.",7, Is the performance hesitant or smooth? , Many pauses that were incorrect in length -- either too long or too short.,train
478,Cielito Lindo,5,"There were many pauses that were incorrect in length -- either too long or too short. Also, the staccato notes were inconsistent: some were longer in length than others.",7, Is the articulation appropriate? , The staccato notes were inconsistent: some were longer in length than others.,train
479,Cielito Lindo,6,5,1,"What is the overall score you would assign to the performance, in a scale of 5? ",5,train
480,Cielito Lindo,6,4,1,"What is the overall score you would assign to the performance, in a scale of 5? ",5,train
481,Cielito Lindo,6,4,2,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
482,Cielito Lindo,6,4,2,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
483,Cielito Lindo,6,2,3,"What is the overall score you would assign to the performance, in a scale of 5? ",2,train
484,Cielito Lindo,6,4,3,"What is the overall score you would assign to the performance, in a scale of 5? ",2,train
485,Cielito Lindo,6,2,4,"What is the overall score you would assign to the performance, in a scale of 5? ",2,train
486,Cielito Lindo,6,4,4,"What is the overall score you would assign to the performance, in a scale of 5? ",2,train
487,Cielito Lindo,6,Almost perfect,0," What is the overall score you would assign to the performance, in a scale 5? ", 5,train
488,Cielito Lindo,6,Almost perfect,0, What does the student needs to work on? ," None, it's almost perfect.",train
489,Cielito Lindo,6,"Mistakes in right hand measures 11 and 13, but otherwise very solid. Good left hand staccatos overall, though some were missed and others could have been snappier. Good understanding of slurs vs non slurs, but not a lot of thought given to the flow of the song.",1, Is the performed note accurate? , Mistakes in right hand measures 11 and 13. ,train
490,Cielito Lindo,6,"Mistakes in right hand measures 11 and 13, but otherwise very solid. Good left hand staccatos overall, though some were missed and others could have been snappier. Good understanding of slurs vs non slurs, but not a lot of thought given to the flow of the song.",1, Is the articulation appropriate? ," Good left hand staccatos overall, though some were missed and could have been snappier.",train
491,Cielito Lindo,6,"Mistakes in right hand measures 11 and 13, but otherwise very solid. Good left hand staccatos overall, though some were missed and others could have been snappier. Good understanding of slurs vs non slurs, but not a lot of thought given to the flow of the song.",1, Is the performance following score instructions? ," Good understanding of slurs vs. non slurs, but not a lot of thought given to the flow of the song.",train
492,Cielito Lindo,6,"Good steady tempo throughout. Work on right hand legato. Love the consistent touch of left hand.   Last 3-4 measures of chorus need reworking. Other than that, nice solid playing!",2, How is the overall tempo? , Good steady tempo throughout. ,train
493,Cielito Lindo,6,"Good steady tempo throughout. Work on right hand legato. Love the consistent touch of left hand.   Last 3-4 measures of chorus need reworking. Other than that, nice solid playing!",2, Is the articulation appropriate? , Work on right hand legato. ,train
494,Cielito Lindo,6,"Good steady tempo throughout. Work on right hand legato. Love the consistent touch of left hand.   Last 3-4 measures of chorus need reworking. Other than that, nice solid playing!",2, What does the student need to work on? , Last 3-4 measures of chorus need reworking.,train
495,Cielito Lindo,6,"This recording is mostly accurate, but misses a note in the second last line. However, it makes great musical shape in a whole.",3, Is the performed note accurate? ," Mostly accurate, but misses a note in the second last line.",train
496,Cielito Lindo,6,"This recording is mostly accurate, but misses a note in the second last line. However, it makes great musical shape in a whole.",3, How would you describe the emotional intent of the performance? , It makes great musical shape in a whole.,train
497,Cielito Lindo,6,under tempo; right hand needs to be smoother with phrase shaping.  Left hand mistakes,4, How is the overall tempo? , Under tempo. ,train
498,Cielito Lindo,6,under tempo; right hand needs to be smoother with phrase shaping.  Left hand mistakes,4, Is the articulation appropriate? , Right hand needs to be smoother with phrase shaping.,train
499,Cielito Lindo,6,under tempo; right hand needs to be smoother with phrase shaping.  Left hand mistakes,4, Is the performed note accurate? , Left hand mistakes.,train
500,Cielito Lindo,6,Steady tempo and correct notes are played. The player did a good job in playing the staccato notes on the left hand.,5, How is the overall tempo? , Steady tempo.,train
501,Cielito Lindo,6,Steady tempo and correct notes are played. The player did a good job in playing the staccato notes on the left hand.,5, Is the performed note accurate? , Correct notes are played.,train
502,Cielito Lindo,6,Steady tempo and correct notes are played. The player did a good job in playing the staccato notes on the left hand.,5, Is the articulation appropriate? , The player did a good job in playing the staccato notes on the left hand.,train
503,Cielito Lindo,6,Too slow (not lively). Some articulation breaks of legato in RH. Tie added line 3; wrong notes line 4.,6, How is the overall tempo? , Too slow (not lively).,train
504,Cielito Lindo,6,Too slow (not lively). Some articulation breaks of legato in RH. Tie added line 3; wrong notes line 4.,6, Is the articulation appropriate? , Some articulation breaks of legato in RH. ,train
505,Cielito Lindo,6,Too slow (not lively). Some articulation breaks of legato in RH. Tie added line 3; wrong notes line 4.,6, Is the performed note accurate? , Tie added line 3; wrong notes line 4.,train
506,Cielito Lindo,6,"The third measure of the chorus was wrong (forgot the second D in the treble clef), but this was good otherwise and capture the essence of the piece well (lively, upbeat, and got the staccato markings and phrasing right). It also observed the tied notes and played at a nice tempo.",7, Is the performed note accurate? , The third measure of the chorus was wrong (forgot the second D in the treble clef).,train
507,Cielito Lindo,6,"The third measure of the chorus was wrong (forgot the second D in the treble clef), but this was good otherwise and capture the essence of the piece well (lively, upbeat, and got the staccato markings and phrasing right). It also observed the tied notes and played at a nice tempo.",7, How would you describe the emotional intent of the performance? ," Captured the essence of the piece well (lively, upbeat, and got the staccato markings and phrasing right).",train
508,Cielito Lindo,6,"The third measure of the chorus was wrong (forgot the second D in the treble clef), but this was good otherwise and capture the essence of the piece well (lively, upbeat, and got the staccato markings and phrasing right). It also observed the tied notes and played at a nice tempo.",7, Is the performance following score instructions? ," Yes, it observed the tied notes.",train
509,Cielito Lindo,6,"The third measure of the chorus was wrong (forgot the second D in the treble clef), but this was good otherwise and capture the essence of the piece well (lively, upbeat, and got the staccato markings and phrasing right). It also observed the tied notes and played at a nice tempo.",7, How is the overall tempo? , Played at a nice tempo.,train
510,Lavenders Blue,1,4,1,"What is the overall score you would assign to the performance, in a scale of 5? ",4,test
511,Lavenders Blue,1,3,1,"What is the overall score you would assign to the performance, in a scale of 5? ",4,test
512,Lavenders Blue,1,5,2,"What is the overall score you would assign to the performance, in a scale of 5? ",5,test
513,Lavenders Blue,1,5,2,"What is the overall score you would assign to the performance, in a scale of 5? ",5,test
514,Lavenders Blue,1,4,3,"What is the overall score you would assign to the performance, in a scale of 5? ",4,test
515,Lavenders Blue,1,4,3,"What is the overall score you would assign to the performance, in a scale of 5? ",4,test
516,Lavenders Blue,1,4,4,"What is the overall score you would assign to the performance, in a scale of 5? ",4,test
517,Lavenders Blue,1,5,4,"What is the overall score you would assign to the performance, in a scale of 5? ",4,test
518,Lavenders Blue,1,Very close to completely accurate- small LH error in m. 13,0, Is the performed note accurate? , Very close to completely accurate. ,test
519,Lavenders Blue,1,Very close to completely accurate- small LH error in m. 13,0, What does the student needs to work on? , Small left hand error in m. 13. ,test
520,Lavenders Blue,1,"The notes and rhythms were correct, but the tempo became increasingly faster. Overall, the tempo was really inconsistent, and the song felt rushed.",1, Is the performed note accurate? , The notes were correct.,test
521,Lavenders Blue,1,"The notes and rhythms were correct, but the tempo became increasingly faster. Overall, the tempo was really inconsistent, and the song felt rushed.",1, Is the rhythm accurate? , The rhythms were correct.,test
522,Lavenders Blue,1,"The notes and rhythms were correct, but the tempo became increasingly faster. Overall, the tempo was really inconsistent, and the song felt rushed.",1, How is the overall tempo? ," The tempo became faster and was inconsistent overall, making the song feel rushed. ",test
523,Lavenders Blue,1,Excellent! Good rhythm. Good tempo. Accurate reading.,2, How would you describe the emotional intent of the performance? , It was excellent!,test
524,Lavenders Blue,1,Excellent! Good rhythm. Good tempo. Accurate reading.,2, Is the rhythm accurate? , Good rhythm.,test
525,Lavenders Blue,1,Excellent! Good rhythm. Good tempo. Accurate reading.,2, How is the overall tempo? , Good tempo.,test
526,Lavenders Blue,1,Excellent! Good rhythm. Good tempo. Accurate reading.,2, Is the performance following score instructions? , Accurate reading.,test
527,Lavenders Blue,1,The piece was played accurately to the sheet music and was easy to listen to.,3, Is the performance following score instructions? , The piece was played accurately to the sheet music.,test
528,Lavenders Blue,1,The piece was played accurately to the sheet music and was easy to listen to.,3, How would you describe the emotional intent of the performance? , It was easy to listen to.,test
529,Lavenders Blue,1,good and accurate; right hand could be more melodic,4, Is the performed note accurate? , Notes are good and accurate.,test
530,Lavenders Blue,1,good and accurate; right hand could be more melodic,4, What does the student needs to work on? , Right hand could be more melodic.,test
531,Lavenders Blue,1,"Very well done. Could have more dynamics, but both hands were consistent and the playing was mistake-free.",5, How would you describe the emotional intent of the performance? , It was very well done.,test
532,Lavenders Blue,1,"Very well done. Could have more dynamics, but both hands were consistent and the playing was mistake-free.",5, Is there reasonable dynamics contrast? , Could have more dynamics.,test
533,Lavenders Blue,1,"Very well done. Could have more dynamics, but both hands were consistent and the playing was mistake-free.",5, Is the performance following score instructions? , Both hands were consistent.,test
534,Lavenders Blue,1,"Very well done. Could have more dynamics, but both hands were consistent and the playing was mistake-free.",5, Is the performed note accurate? , The playing was mistake-free.,test
535,Lavenders Blue,1,RH repeated notes not legato.,6, What does the student needs to work on? , Right hand repeated notes should be more legato.,test
536,Lavenders Blue,1,The melody line is very clear and the notes are correct.,7, Is the phrasing or melodic shaping clear? , The melody line is very clear.,test
537,Lavenders Blue,1,The melody line is very clear and the notes are correct.,7, Is the performed note accurate? , The notes are correct.,test
538,Lavenders Blue,2,2,1,"What is the overall score you would assign to the performance, in a scale of 5? ",2,train
539,Lavenders Blue,2,1,1,"What is the overall score you would assign to the performance, in a scale of 5? ",2,train
540,Lavenders Blue,2,4,2,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
541,Lavenders Blue,2,1,2,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
542,Lavenders Blue,2,1,3,"What is the overall score you would assign to the performance, in a scale of 5? ",1,train
543,Lavenders Blue,2,2,3,"What is the overall score you would assign to the performance, in a scale of 5? ",1,train
544,Lavenders Blue,2,3,4,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
545,Lavenders Blue,2,1,4,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
546,Lavenders Blue,2,Inaccurate rhythm and notes throughout. (adding extra beats to the measure),0, Is the rhythm accurate? , Inaccurate rhythm throughout. (Adding extra beats to the measure),train
547,Lavenders Blue,2,Inaccurate rhythm and notes throughout. (adding extra beats to the measure),0, Is the performed note accurate? , Inaccurate notes throughout.,train
548,Lavenders Blue,2,"A lot of the rhythms were incorrect, and so the song was played wrong. In addition, it sounded really hesitant, and so the tempo did not stay consistent because they had to pause to figure out what to play next.",1, Is the rhythm accurate? , A lot of the rhythms were incorrect.,train
549,Lavenders Blue,2,"A lot of the rhythms were incorrect, and so the song was played wrong. In addition, it sounded really hesitant, and so the tempo did not stay consistent because they had to pause to figure out what to play next.",1, Is the performance hesitant or smooth? , The performance was hesitant.,train
550,Lavenders Blue,2,"A lot of the rhythms were incorrect, and so the song was played wrong. In addition, it sounded really hesitant, and so the tempo did not stay consistent because they had to pause to figure out what to play next.",1, Is the performed tempo stable? , Tempo did not stay consistent.,train
551,Lavenders Blue,2,Good reading overall. Tempo is good. Just need to practice playing four eighth notes smoothly.,2, In which skill level would you say the performer is in? , Good reading overall.,train
552,Lavenders Blue,2,Good reading overall. Tempo is good. Just need to practice playing four eighth notes smoothly.,2, How is the overall tempo? , Tempo is good.,train
553,Lavenders Blue,2,Good reading overall. Tempo is good. Just need to practice playing four eighth notes smoothly.,2, What does the student need to work on? , Needs to practice playing four eighth notes smoothly.,train
554,Lavenders Blue,2,"There was a very noticeable note mistake in the middle of the piece and multiple pauses where the pianist was clearly trying to find the correct note to play. Because of this, the rhythm was not steady either.",3, Is the performed note accurate? , There was a noticeable note mistake in the middle of the piece.,train
555,Lavenders Blue,2,"There was a very noticeable note mistake in the middle of the piece and multiple pauses where the pianist was clearly trying to find the correct note to play. Because of this, the rhythm was not steady either.",3, Is the performance hesitant or smooth? , Performance was hesitant with multiple pauses.,train
556,Lavenders Blue,2,"There was a very noticeable note mistake in the middle of the piece and multiple pauses where the pianist was clearly trying to find the correct note to play. Because of this, the rhythm was not steady either.",3, Is the rhythm accurate? , The rhythm was not steady.,train
557,Lavenders Blue,2,under tempo and unsteady beat.  lots of hesitation in right hand,4, Is the performed tempo stable? , Under tempo and unsteady beat.,train
558,Lavenders Blue,2,under tempo and unsteady beat.  lots of hesitation in right hand,4, Is the performance hesitant or smooth? , Lots of hesitation in right hand.,train
559,Lavenders Blue,2,"Had some counting issues. I liked the dynamic feel of the playing, but it was too inconsistent.",5, Is there reasonalbe dynamics contrast? , Inconsistent dynamic feel.,train
560,Lavenders Blue,2,"Had some counting issues. I liked the dynamic feel of the playing, but it was too inconsistent.",5, What does the student needs to work on? , Student had some counting issues.,train
561,Lavenders Blue,2,Multiple rhythm hesitations in 8th note measures. Otherwise good.,6, Is the rhythm accurate? , Multiple rhythm hesitations in 8th note measures.,train
562,Lavenders Blue,2,Multiple rhythm hesitations in 8th note measures. Otherwise good.,6, In which skill level would you say the performer is in?  , Otherwise good.,train
563,Lavenders Blue,2,"The overall tempo is too slow, since in the score it's indicated that the tempo is moderate. There are also some notes and the length of some of the eighth notes are too long.",7, How is the overall tempo? , The overall tempo is too slow.,train
564,Lavenders Blue,2,"The overall tempo is too slow, since in the score it's indicated that the tempo is moderate. There are also some notes and the length of some of the eighth notes are too long.",7, Is the performance following score instructions? ," Not fully, the score indicated a moderate tempo.",train
565,Lavenders Blue,2,"The overall tempo is too slow, since in the score it's indicated that the tempo is moderate. There are also some notes and the length of some of the eighth notes are too long.",7, Is the performed note accurate? , Some notes and the length of some of the eighth notes are too long.,train
566,Lavenders Blue,3,5,1,"What is the overall score you would assign to the performance, in a scale of 5? ",5,train
567,Lavenders Blue,3,3,1,"What is the overall score you would assign to the performance, in a scale of 5? ",5,train
568,Lavenders Blue,3,5,2,"What is the overall score you would assign to the performance, in a scale of 5? ",5,train
569,Lavenders Blue,3,5,2,"What is the overall score you would assign to the performance, in a scale of 5? ",5,train
570,Lavenders Blue,3,2,3,"What is the overall score you would assign to the performance, in a scale of 5? ",2,train
571,Lavenders Blue,3,2,3,"What is the overall score you would assign to the performance, in a scale of 5? ",2,train
572,Lavenders Blue,3,3,4,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
573,Lavenders Blue,3,4,4,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
