,split,audio_path,player,Q,A
207,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_SLOW_NORMAL_3/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
208,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_SLOW_STILL_1/audio.wav,pianist02,How is the overall tempo?,Tempo of the performance seems a bit slow.
209,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_SLOW_STILL_1/audio.wav,pianist02,How is the expressive intention in the performance?,"Performed with relatively less expression, rigid performance"
210,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_SLOW_STILL_1/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
211,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_SLOW_STILL_1/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
212,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_SLOW_STILL_3/audio.wav,pianist02,How is the overall tempo?,Tempo of the performance seems a bit slow.
213,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_SLOW_STILL_3/audio.wav,pianist02,How is the expressive intention in the performance?,"Performed with relatively less expression, rigid performance"
214,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_SLOW_STILL_3/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
215,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_SLOW_STILL_3/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
216,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_SLOW_LEG_2/audio.wav,pianist02,How is the overall tempo?,Tempo of the performance seems a bit slow.
217,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_SLOW_LEG_2/audio.wav,pianist02,How is the articulation in the piece?,Performed with finger legato.
218,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_SLOW_LEG_2/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
219,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_SLOW_LEG_2/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
220,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_FAST_STAC_3/audio.wav,pianist02,How is the overall tempo?,Tempo of the performance seems a bit fast.
221,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_FAST_STAC_3/audio.wav,pianist02,How is the articulation in the piece?,Performed with finger staccato.
222,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_FAST_STAC_3/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
223,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_FAST_STAC_3/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
224,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_FAST_LEG_3/audio.wav,pianist02,How is the overall tempo?,Tempo of the performance seems a bit fast.
225,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_FAST_LEG_3/audio.wav,pianist02,How is the articulation in the piece?,Performed with finger legato.
226,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_FAST_LEG_3/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
227,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_FAST_LEG_3/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
228,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_NORMAL_LEG_3/audio.wav,pianist02,How is the overall tempo?,Tempo of the performance seems appropriate.
229,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_NORMAL_LEG_3/audio.wav,pianist02,How is the articulation in the piece?,Performed with finger legato.
230,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_NORMAL_LEG_3/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
231,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_NORMAL_LEG_3/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
232,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_NORMAL_STILL_3/audio.wav,pianist02,How is the overall tempo?,Tempo of the performance seems appropriate.
233,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_NORMAL_STILL_3/audio.wav,pianist02,How is the expressive intention in the performance?,"Performed with relatively less expression, rigid performance"
234,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_NORMAL_STILL_3/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
235,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_NORMAL_STILL_3/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
236,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_NORMAL_STAC_2/audio.wav,pianist02,How is the overall tempo?,Tempo of the performance seems appropriate.
237,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_NORMAL_STAC_2/audio.wav,pianist02,How is the articulation in the piece?,Performed with finger staccato.
238,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_NORMAL_STAC_2/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
239,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_NORMAL_STAC_2/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
240,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_FAST_STAC_1/audio.wav,pianist02,How is the overall tempo?,Tempo of the performance seems a bit fast.
241,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_FAST_STAC_1/audio.wav,pianist02,How is the articulation in the piece?,Performed with finger staccato.
242,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_FAST_STAC_1/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
243,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_FAST_STAC_1/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
244,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_NORMAL_EXAG_3/audio.wav,pianist02,How is the overall tempo?,Tempo of the performance seems appropriate.
245,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_NORMAL_EXAG_3/audio.wav,pianist02,How is the expressive intention in the performance?,"Performed with exaggerated tempo and dynamics change, very expressive."
246,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_NORMAL_EXAG_3/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
247,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_NORMAL_EXAG_3/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
248,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_NORMAL_EXAG_1/audio.wav,pianist02,How is the overall tempo?,Tempo of the performance seems appropriate.
249,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_NORMAL_EXAG_1/audio.wav,pianist02,How is the expressive intention in the performance?,"Performed with exaggerated tempo and dynamics change, very expressive."
250,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_NORMAL_EXAG_1/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
251,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_NORMAL_EXAG_1/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
252,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_SLOW_EXAG_2/audio.wav,pianist02,How is the overall tempo?,Tempo of the performance seems a bit slow.
253,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_SLOW_EXAG_2/audio.wav,pianist02,How is the expressive intention in the performance?,"Performed with exaggerated tempo and dynamics change, very expressive."
254,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_SLOW_EXAG_2/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
255,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_SLOW_EXAG_2/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
256,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_NORMAL_EXAG_2/audio.wav,pianist02,How is the overall tempo?,Tempo of the performance seems appropriate.
257,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_NORMAL_EXAG_2/audio.wav,pianist02,How is the expressive intention in the performance?,"Performed with exaggerated tempo and dynamics change, very expressive."
258,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_NORMAL_EXAG_2/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
259,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_NORMAL_EXAG_2/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
260,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_NORMAL_NORMAL_2/audio.wav,pianist02,How is the overall tempo?,Tempo of the performance seems appropriate.
261,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_NORMAL_NORMAL_2/audio.wav,pianist02,How is the expressive intention in the performance?,"Sounds smooth, with appropriate amount of expression."
262,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_NORMAL_NORMAL_2/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
263,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_NORMAL_NORMAL_2/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
264,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_NORMAL_STILL_2/audio.wav,pianist02,How is the overall tempo?,Tempo of the performance seems appropriate.
265,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_NORMAL_STILL_2/audio.wav,pianist02,How is the expressive intention in the performance?,"Performed with relatively less expression, rigid performance"
266,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_NORMAL_STILL_2/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
267,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_NORMAL_STILL_2/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
268,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_NORMAL_NORMAL_2/audio.wav,pianist02,How is the overall tempo?,Tempo of the performance seems appropriate.
269,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_NORMAL_NORMAL_2/audio.wav,pianist02,How is the expressive intention in the performance?,"Sounds smooth, with appropriate amount of expression."
270,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_NORMAL_NORMAL_2/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
271,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_NORMAL_NORMAL_2/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
272,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_NORMAL_NORMAL_3/audio.wav,pianist02,How is the overall tempo?,Tempo of the performance seems appropriate.
273,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_NORMAL_NORMAL_3/audio.wav,pianist02,How is the expressive intention in the performance?,"Sounds smooth, with appropriate amount of expression."
274,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_NORMAL_NORMAL_3/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
275,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_NORMAL_NORMAL_3/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
276,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_SLOW_NORMAL_2/audio.wav,pianist02,How is the overall tempo?,Tempo of the performance seems a bit slow.
277,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_SLOW_NORMAL_2/audio.wav,pianist02,How is the expressive intention in the performance?,"Sounds smooth, with appropriate amount of expression."
278,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_SLOW_NORMAL_2/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
279,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_SLOW_NORMAL_2/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
280,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_RUBATO_STILL_1/audio.wav,pianist02,How is the overall tempo?,"Tempo of the performance seems rubato, contains continuous expressive tempo alteration"
281,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_RUBATO_STILL_1/audio.wav,pianist02,How is the expressive intention in the performance?,"Performed with relatively less expression, rigid performance"
282,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_RUBATO_STILL_1/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
283,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_RUBATO_STILL_1/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
284,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_RUBATO_NORMAL_2/audio.wav,pianist02,How is the overall tempo?,"Tempo of the performance seems rubato, contains continuous expressive tempo alteration"
285,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_RUBATO_NORMAL_2/audio.wav,pianist02,How is the expressive intention in the performance?,"Sounds smooth, with appropriate amount of expression."
286,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_RUBATO_NORMAL_2/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
287,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_RUBATO_NORMAL_2/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
288,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_SLOW_STAC_2/audio.wav,pianist02,How is the overall tempo?,Tempo of the performance seems a bit slow.
289,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_SLOW_STAC_2/audio.wav,pianist02,How is the articulation in the piece?,Performed with finger staccato.
290,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_SLOW_STAC_2/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
291,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_SLOW_STAC_2/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
292,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_FAST_NORMAL_1/audio.wav,pianist02,How is the overall tempo?,Tempo of the performance seems a bit fast.
293,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_FAST_NORMAL_1/audio.wav,pianist02,How is the expressive intention in the performance?,"Sounds smooth, with appropriate amount of expression."
294,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_FAST_NORMAL_1/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
295,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_FAST_NORMAL_1/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
296,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_RUBATO_STA_1/audio.wav,pianist02,How is the overall tempo?,"Tempo of the performance seems rubato, contains continuous expressive tempo alteration"
297,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_RUBATO_STA_1/audio.wav,pianist02,How is the articulation in the piece?,Performed with finger staccato.
298,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_RUBATO_STA_1/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
299,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_RUBATO_STA_1/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
300,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_SLOW_NORMAL_1/audio.wav,pianist02,How is the overall tempo?,Tempo of the performance seems a bit slow.
301,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_SLOW_NORMAL_1/audio.wav,pianist02,How is the expressive intention in the performance?,"Sounds smooth, with appropriate amount of expression."
302,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_SLOW_NORMAL_1/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
303,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_SLOW_NORMAL_1/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
304,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_FAST_STILL_1/audio.wav,pianist02,How is the overall tempo?,Tempo of the performance seems a bit fast.
305,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_FAST_STILL_1/audio.wav,pianist02,How is the expressive intention in the performance?,"Performed with relatively less expression, rigid performance"
306,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_FAST_STILL_1/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
307,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_FAST_STILL_1/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
308,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_RUBATO_NORMAL_3/audio.wav,pianist02,How is the overall tempo?,"Tempo of the performance seems rubato, contains continuous expressive tempo alteration"
309,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_RUBATO_NORMAL_3/audio.wav,pianist02,How is the expressive intention in the performance?,"Sounds smooth, with appropriate amount of expression."
310,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_RUBATO_NORMAL_3/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
311,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_RUBATO_NORMAL_3/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
312,test,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_SLOW_NORMAL_1/audio.wav,pianist02,How is the overall tempo?,Tempo of the performance seems a bit slow.
313,test,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_SLOW_NORMAL_1/audio.wav,pianist02,How is the expressive intention in the performance?,"Sounds smooth, with appropriate amount of expression."
314,test,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_SLOW_NORMAL_1/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
315,test,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_SLOW_NORMAL_1/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
316,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_RUBATO_STILL_3/audio.wav,pianist02,How is the overall tempo?,"Tempo of the performance seems rubato, contains continuous expressive tempo alteration"
317,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_RUBATO_STILL_3/audio.wav,pianist02,How is the expressive intention in the performance?,"Performed with relatively less expression, rigid performance"
318,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_RUBATO_STILL_3/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
319,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_RUBATO_STILL_3/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
320,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_SLOW_EXAG_3/audio.wav,pianist02,How is the overall tempo?,Tempo of the performance seems a bit slow.
321,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_SLOW_EXAG_3/audio.wav,pianist02,How is the expressive intention in the performance?,"Performed with exaggerated tempo and dynamics change, very expressive."
322,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_SLOW_EXAG_3/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
323,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_SLOW_EXAG_3/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
324,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_SLOW_NORMAL_3/audio.wav,pianist02,How is the overall tempo?,Tempo of the performance seems a bit slow.
325,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_SLOW_NORMAL_3/audio.wav,pianist02,How is the expressive intention in the performance?,"Sounds smooth, with appropriate amount of expression."
326,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_SLOW_NORMAL_3/audio.wav,pianist02,What is the stylistic period of the piece? Who is the potential composer?,"This is a piece in romantic style, and composer is Schumann."
327,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/METRO_SLOW_NORMAL_3/audio.wav,pianist02,"Which difficulty level is the piece, in a scale of 9?",5
328,train,/data/EECS-MachineListeningLab/datasets/LLaQo/expressive_musical_gestures/piano/pianist02/dataset/NOMETRO_FAST_STA_1/audio.wav,pianist02,How is the overall tempo?,Tempo of the performance seems a bit fast.
