,id,mark_sub_level,title,upload_date,duration,view_count,like_count,dislike_count,comment_count,webpage_url,channel_url,split,audio_path,Q,A
243,ccHdouMI-lA,,《Promenade》,20200928,28,13,1.0,,,https://www.youtube.com/watch?v=ccHdouMI-lA,https://www.youtube.com/channel/UChXNPzpMQunpJ-Nh02-d3fg,test,/data/scratch/acw630/PianoJudge/novice/ccHdouMI-lA.wav,Does this sound like a performance by a student or a master?,This appears to be a student performance.
244,kurbeHsYz9U,,Sight Reading-ABRSM Initial Grade 23-24 C2 The Waltzof the Toads,20220909,22,3,0.0,,,https://www.youtube.com/watch?v=kurbeHsYz9U,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/kurbeHsYz9U.wav,Would you say this performance sounds more like it's by a student or a master?,This performance has the characteristics of played by a novice.
245,vxZ3wbR3i_Y,,Sight Reading - Rip Roaring rap(another recording),20200421,67,10,0.0,,0.0,https://www.youtube.com/watch?v=vxZ3wbR3i_Y,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/vxZ3wbR3i_Y.wav,"From the sound of it, is this a student or master level performance?",This performance has the characteristics of played by a novice.
246,NEkJeWKqDJk,,Innocence,20200928,83,41,3.0,,,https://www.youtube.com/watch?v=NEkJeWKqDJk,https://www.youtube.com/channel/UChXNPzpMQunpJ-Nh02-d3fg,train,/data/scratch/acw630/PianoJudge/novice/NEkJeWKqDJk.wav,Would you say this performance sounds more like it's by a student or a master?,This appears to be a student performance.
247,ZtTwyF8av90,,Sight Reading- What child is this?(Christmas song),20191209,104,22,0.0,,0.0,https://www.youtube.com/watch?v=ZtTwyF8av90,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/ZtTwyF8av90.wav,"From the sound of it, is this a student or master level performance?",This performance has the characteristics of played by a novice.
248,znnCam-DNQo,,Sight reading - Bartok For children no 3 Folk Song,20191112,55,7,0.0,,0.0,https://www.youtube.com/watch?v=znnCam-DNQo,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/znnCam-DNQo.wav,"From the sound of it, is this a student or master level performance?",This performance has the characteristics of played by a novice.
249,-vaaxh0wNaY,,《Danza Indiana》by Suri HN,20201129,43,98,1.0,,,https://www.youtube.com/watch?v=-vaaxh0wNaY,https://www.youtube.com/channel/UChXNPzpMQunpJ-Nh02-d3fg,train,/data/scratch/acw630/PianoJudge/novice/-vaaxh0wNaY.wav,Does this sound like a performance by a student or a master?,This sounds like a student performance.
250,zruEIZDmqt4,,Minuet by Mozart played by Suri HN,20210710,63,16,3.0,,,https://www.youtube.com/watch?v=zruEIZDmqt4,https://www.youtube.com/channel/UChXNPzpMQunpJ-Nh02-d3fg,train,/data/scratch/acw630/PianoJudge/novice/zruEIZDmqt4.wav,Could you guess the composer of this piece?,Mozart
250,zruEIZDmqt4,,Minuet by Mozart played by Suri HN,20210710,63,16,3.0,,,https://www.youtube.com/watch?v=zruEIZDmqt4,https://www.youtube.com/channel/UChXNPzpMQunpJ-Nh02-d3fg,train,/data/scratch/acw630/PianoJudge/novice/zruEIZDmqt4.wav,Does this sound like a performance by a student or a master?,This sounds like a student performance.
251,OkA0EGH5OcE,,《Mary had a litte lamb 》,20200928,20,24,0.0,,,https://www.youtube.com/watch?v=OkA0EGH5OcE,https://www.youtube.com/channel/UChXNPzpMQunpJ-Nh02-d3fg,train,/data/scratch/acw630/PianoJudge/novice/OkA0EGH5OcE.wav,Would you say this performance sounds more like it's by a student or a master?,This performance has the characteristics of played by a novice.
252,cMuqJV5_8To,,Sight Reading(1st read)- I love the Moutains,20220905,37,6,0.0,,,https://www.youtube.com/watch?v=cMuqJV5_8To,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/cMuqJV5_8To.wav,"From the sound of it, is this a student or master level performance?",This performance has the characteristics of played by a novice.
253,V9apuwN9H9c,,Schumann Op 15 no 3 Haschemann,20191129,30,21,0.0,,0.0,https://www.youtube.com/watch?v=V9apuwN9H9c,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/V9apuwN9H9c.wav,Would you say this performance sounds more like it's by a student or a master?,This appears to be a student performance.
254,1RfM1GCqMBo,,Moszkowski op91 no 3(practice),20200515,38,63,2.0,,0.0,https://www.youtube.com/watch?v=1RfM1GCqMBo,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/1RfM1GCqMBo.wav,Would you say this performance sounds more like it's by a student or a master?,This sounds like a student performance.
255,FR7KhyFR-60,,Sight Reading- Angelfish (ABRSM 21-22 Grade 2),20220723,54,22,0.0,,0.0,https://www.youtube.com/watch?v=FR7KhyFR-60,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/FR7KhyFR-60.wav,Would you say this performance sounds more like it's by a student or a master?,This appears to be a student performance.
256,2rs_V1XCWUw,,Quick study-Sonatina in G HWV582 by Handel,20200914,39,73,5.0,,0.0,https://www.youtube.com/watch?v=2rs_V1XCWUw,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/2rs_V1XCWUw.wav,"From the sound of it, is this a student or master level performance?",This sounds like a student performance.
257,KopLUGseDeE,,Grade 8 Exam Song Practice (A1 + C12),20190816,520,46,1.0,,0.0,https://www.youtube.com/watch?v=KopLUGseDeE,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/KopLUGseDeE.wav,Does this sound like a performance by a student or a master?,This appears to be a student performance.
258,NL5hdcm8Guw,,Sight reading- Bartok For Children no 1 PlayTime,20191111,32,34,1.0,,0.0,https://www.youtube.com/watch?v=NL5hdcm8Guw,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/NL5hdcm8Guw.wav,"From the sound of it, is this a student or master level performance?",This performance has the characteristics of played by a novice.
259,5IV3c-YYmzw,,ABRSM Piano 2019-2020 Grade 8 C12 Lullaby by William Mason,20190819,235,181,0.0,,0.0,https://www.youtube.com/watch?v=5IV3c-YYmzw,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/5IV3c-YYmzw.wav,"From the sound of it, is this a student or master level performance?",This performance has the characteristics of played by a novice.
260,kL2LruTQsP8,,Sight Reading-Faber 菲伯爾鋼琴基礎教程簡體版第3級-換換心情,20220116,37,7,0.0,,,https://www.youtube.com/watch?v=kL2LruTQsP8,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/kL2LruTQsP8.wav,"From the sound of it, is this a student or master level performance?",This appears to be a student performance.
261,7HoDlE3tP3Q,,Sight Reading - Joy to the world,20211212,45,9,0.0,,0.0,https://www.youtube.com/watch?v=7HoDlE3tP3Q,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/7HoDlE3tP3Q.wav,Does this sound like a performance by a student or a master?,This appears to be a student performance.
262,4KUHCLUaWi0,,Sight Reading - Faber Piano Adventure Lesson 2B Riding the wind,20220417,41,9,0.0,,0.0,https://www.youtube.com/watch?v=4KUHCLUaWi0,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/4KUHCLUaWi0.wav,Would you say this performance sounds more like it's by a student or a master?,This appears to be a student performance.
263,vtKTiNH1eSc,,Sight Reading - Faber Piano Adventure Performance 2B Rockin' Bagpipes,20220418,40,9,0.0,,,https://www.youtube.com/watch?v=vtKTiNH1eSc,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/vtKTiNH1eSc.wav,Does this sound like a performance by a student or a master?,This sounds like a student performance.
264,whavL1cAYJY,,Schumann Op 15 no 2 Kuriose Geschichte,20191115,82,13,1.0,,0.0,https://www.youtube.com/watch?v=whavL1cAYJY,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/whavL1cAYJY.wav,Would you say this performance sounds more like it's by a student or a master?,This performance has the characteristics of played by a novice.
265,SsK-XGS7VqY,,Sight Reading - Rip-Roaring Rag(First Read),20200417,75,25,0.0,,0.0,https://www.youtube.com/watch?v=SsK-XGS7VqY,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,test,/data/scratch/acw630/PianoJudge/novice/SsK-XGS7VqY.wav,Would you say this performance sounds more like it's by a student or a master?,This performance has the characteristics of played by a novice.
266,th_PISK9x80,,Sight Reading-輕鬆學鋼琴3 A thousand legged worm,20220916,28,40,0.0,,,https://www.youtube.com/watch?v=th_PISK9x80,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/th_PISK9x80.wav,Would you say this performance sounds more like it's by a student or a master?,This performance has the characteristics of played by a novice.
267,TKNiy6Adh-0,,Greig Op 12 no 3 Watchman's song,20181021,154,17,0.0,,0.0,https://www.youtube.com/watch?v=TKNiy6Adh-0,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/TKNiy6Adh-0.wav,Does this sound like a performance by a student or a master?,This sounds like a student performance.
268,ke33NUlIpqg,,Schumann Op 68 no 21,20180204,104,56,1.0,,0.0,https://www.youtube.com/watch?v=ke33NUlIpqg,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/ke33NUlIpqg.wav,Does this sound like a performance by a student or a master?,This appears to be a student performance.
269,iX5jzIKLWAo,,sight reading-輕鬆學鋼琴1-Yankee Doodle,20220915,14,2,0.0,,,https://www.youtube.com/watch?v=iX5jzIKLWAo,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/iX5jzIKLWAo.wav,"From the sound of it, is this a student or master level performance?",This performance has the characteristics of played by a novice.
270,D8fHzPkbqjY,,Sight Reading - Foggy Day Blues,20200421,118,18,0.0,,0.0,https://www.youtube.com/watch?v=D8fHzPkbqjY,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/D8fHzPkbqjY.wav,Would you say this performance sounds more like it's by a student or a master?,This appears to be a student performance.
271,Nq1anJM-W3E,,Czerny Op 599 no 94,20191206,27,35,0.0,,0.0,https://www.youtube.com/watch?v=Nq1anJM-W3E,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/Nq1anJM-W3E.wav,Would you say this performance sounds more like it's by a student or a master?,This appears to be a student performance.
272,XovBc7PJvik,,Sight Reading - Felix Le Couppey The Alphabet Op 17 no 7,20191205,68,42,1.0,,0.0,https://www.youtube.com/watch?v=XovBc7PJvik,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/XovBc7PJvik.wav,Does this sound like a performance by a student or a master?,This performance has the characteristics of played by a novice.
273,3x4IMqKUMEA,,Sight Reading -輕鬆學鋼琴1 ten little indians,20220917,17,5,0.0,,,https://www.youtube.com/watch?v=3x4IMqKUMEA,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/3x4IMqKUMEA.wav,Would you say this performance sounds more like it's by a student or a master?,This appears to be a student performance.
274,DQvkbx3cyvU,,Sight Reading- A Holly Jolly Christmas,20191222,76,11,0.0,,0.0,https://www.youtube.com/watch?v=DQvkbx3cyvU,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/DQvkbx3cyvU.wav,"From the sound of it, is this a student or master level performance?",This performance has the characteristics of played by a novice.
275,NtmLm2npOhs,,Sight Reading - Faber Piano Adventure Lesson 2B Pumpkin Boogie,20220417,49,16,0.0,,0.0,https://www.youtube.com/watch?v=NtmLm2npOhs,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/NtmLm2npOhs.wav,"From the sound of it, is this a student or master level performance?",This sounds like a student performance.
276,AHKfYmSRdd8,,Sight Reading-Pqgoda in the Purple Mist(Piano Adventure 2B Performance Bk),20220123,54,14,0.0,,0.0,https://www.youtube.com/watch?v=AHKfYmSRdd8,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/AHKfYmSRdd8.wav,Does this sound like a performance by a student or a master?,This sounds like a student performance.
277,sHCbMscvhEg,,Granados Seis estudios espresivos Est 4 Pastoral,20200913,147,109,8.0,,0.0,https://www.youtube.com/watch?v=sHCbMscvhEg,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/sHCbMscvhEg.wav,Would you say this performance sounds more like it's by a student or a master?,This performance has the characteristics of played by a novice.
278,FO69KevoOy0,,Sight Reading - Czerny Op 599 no 75,20191122,54,36,1.0,,0.0,https://www.youtube.com/watch?v=FO69KevoOy0,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/FO69KevoOy0.wav,Does this sound like a performance by a student or a master?,This performance has the characteristics of played by a novice.
279,1TSWfYrrmxU,,Schumann Op 15 no 3 Haschemann,20191129,29,47,0.0,,0.0,https://www.youtube.com/watch?v=1TSWfYrrmxU,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/1TSWfYrrmxU.wav,"From the sound of it, is this a student or master level performance?",This appears to be a student performance.
280,z8GPnR_NNZM,,2019-2020 Piano Grade 8 A1 Sarabande and Gigue by JS Bach(Practice Record),20190806,296,178,1.0,,0.0,https://www.youtube.com/watch?v=z8GPnR_NNZM,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/z8GPnR_NNZM.wav,Who might be the composer of this piece?,Bach
280,z8GPnR_NNZM,,2019-2020 Piano Grade 8 A1 Sarabande and Gigue by JS Bach(Practice Record),20190806,296,178,1.0,,0.0,https://www.youtube.com/watch?v=z8GPnR_NNZM,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/z8GPnR_NNZM.wav,"From the sound of it, is this a student or master level performance?",This appears to be a student performance.
281,JRyGAu0Ca_E,,Sight Reading-Away in A Manger,20211212,39,7,0.0,,0.0,https://www.youtube.com/watch?v=JRyGAu0Ca_E,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/JRyGAu0Ca_E.wav,Does this sound like a performance by a student or a master?,This sounds like a student performance.
282,zEdGXP-O0JQ,,ABRSM 2019-2020 Grade 8 A1 Gigue by JS Bach,20190912,159,86,1.0,,4.0,https://www.youtube.com/watch?v=zEdGXP-O0JQ,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,test,/data/scratch/acw630/PianoJudge/novice/zEdGXP-O0JQ.wav,Can you identify the composer of this piece?,Bach
282,zEdGXP-O0JQ,,ABRSM 2019-2020 Grade 8 A1 Gigue by JS Bach,20190912,159,86,1.0,,4.0,https://www.youtube.com/watch?v=zEdGXP-O0JQ,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,test,/data/scratch/acw630/PianoJudge/novice/zEdGXP-O0JQ.wav,"From the sound of it, is this a student or master level performance?",This sounds like a student performance.
283,K0mXmWmHTHI,,Prokofiev Op 65 no 8 The rain and the rainbow,20180524,89,97,2.0,,0.0,https://www.youtube.com/watch?v=K0mXmWmHTHI,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/K0mXmWmHTHI.wav,Does this sound like a performance by a student or a master?,This performance has the characteristics of played by a novice.
284,ACnxzFhrbsA,,Sight Reading- Gavotte by telemann,20220916,29,8,0.0,,0.0,https://www.youtube.com/watch?v=ACnxzFhrbsA,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/ACnxzFhrbsA.wav,"From the sound of it, is this a student or master level performance?",This appears to be a student performance.
285,vfoy7EG3q7s,,J.Haydn Little Serenade played by Suri HN,20210728,67,32,1.0,,,https://www.youtube.com/watch?v=vfoy7EG3q7s,https://www.youtube.com/channel/UChXNPzpMQunpJ-Nh02-d3fg,train,/data/scratch/acw630/PianoJudge/novice/vfoy7EG3q7s.wav,Who is likely the composer of the music being played?,Haydn
285,vfoy7EG3q7s,,J.Haydn Little Serenade played by Suri HN,20210728,67,32,1.0,,,https://www.youtube.com/watch?v=vfoy7EG3q7s,https://www.youtube.com/channel/UChXNPzpMQunpJ-Nh02-d3fg,train,/data/scratch/acw630/PianoJudge/novice/vfoy7EG3q7s.wav,Would you say this performance sounds more like it's by a student or a master?,This performance has the characteristics of played by a novice.
286,ZpbWvLIKlig,,"H.Berens. Op, 70 book II No.33",20210925,79,614,13.0,,0.0,https://www.youtube.com/watch?v=ZpbWvLIKlig,https://www.youtube.com/channel/UChXNPzpMQunpJ-Nh02-d3fg,train,/data/scratch/acw630/PianoJudge/novice/ZpbWvLIKlig.wav,Would you say this performance sounds more like it's by a student or a master?,This appears to be a student performance.
287,VY1yitCn5AA,,Sight Reading-Cradle Song,20200827,35,25,3.0,,0.0,https://www.youtube.com/watch?v=VY1yitCn5AA,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,test,/data/scratch/acw630/PianoJudge/novice/VY1yitCn5AA.wav,Does this sound like a performance by a student or a master?,This appears to be a student performance.
288,UeBuRL_2WCw,,Sight Reading-Bastien Piano Bk 5 Winter Celebration,20220919,42,30,0.0,,0.0,https://www.youtube.com/watch?v=UeBuRL_2WCw,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/UeBuRL_2WCw.wav,"From the sound of it, is this a student or master level performance?",This performance has the characteristics of played by a novice.
289,KppI5F3XsXc,,Sight Reading-Czerny 82 Piano Studies no 9(鋼琴小博士),20191207,15,17,0.0,,,https://www.youtube.com/watch?v=KppI5F3XsXc,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/KppI5F3XsXc.wav,Does this sound like a performance by a student or a master?,This sounds like a student performance.
290,MhtmZWJsj7g,,JS Bach Partita No 1 BWV825 Sarabande,20200513,184,38,4.0,,0.0,https://www.youtube.com/watch?v=MhtmZWJsj7g,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/MhtmZWJsj7g.wav,Can you identify the composer of this piece?,Bach
290,MhtmZWJsj7g,,JS Bach Partita No 1 BWV825 Sarabande,20200513,184,38,4.0,,0.0,https://www.youtube.com/watch?v=MhtmZWJsj7g,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/MhtmZWJsj7g.wav,Does this sound like a performance by a student or a master?,This appears to be a student performance.
291,aJ3LQECmRck,,sight reading-輕鬆學鋼琴3-Down In The Valley,20220915,29,24,0.0,,0.0,https://www.youtube.com/watch?v=aJ3LQECmRck,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/aJ3LQECmRck.wav,Would you say this performance sounds more like it's by a student or a master?,This appears to be a student performance.
292,hzCWKlYDfos,,Sight Reading-Czerny 82 Piano Studies no 6(鋼琴小博士),20191206,11,11,0.0,,0.0,https://www.youtube.com/watch?v=hzCWKlYDfos,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/hzCWKlYDfos.wav,"From the sound of it, is this a student or master level performance?",This sounds like a student performance.
293,DzVLck_Rg-U,,Italian Polka S. Rachmaninoff played by Suri HN,20220116,81,96,3.0,,0.0,https://www.youtube.com/watch?v=DzVLck_Rg-U,https://www.youtube.com/channel/UChXNPzpMQunpJ-Nh02-d3fg,train,/data/scratch/acw630/PianoJudge/novice/DzVLck_Rg-U.wav,Can you identify the composer of this piece?,Rachmaninoff
293,DzVLck_Rg-U,,Italian Polka S. Rachmaninoff played by Suri HN,20220116,81,96,3.0,,0.0,https://www.youtube.com/watch?v=DzVLck_Rg-U,https://www.youtube.com/channel/UChXNPzpMQunpJ-Nh02-d3fg,train,/data/scratch/acw630/PianoJudge/novice/DzVLck_Rg-U.wav,Would you say this performance sounds more like it's by a student or a master?,This sounds like a student performance.
294,SFihcMyKjcI,,Sight Reading- ABRSM Initial Grade 23-24 B1 A waltz that's a Little Melancholy,20220907,34,36,0.0,,0.0,https://www.youtube.com/watch?v=SFihcMyKjcI,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/SFihcMyKjcI.wav,"From the sound of it, is this a student or master level performance?",This sounds like a student performance.
295,XNiyVTSKZs8,,Sight Reading-The First Noel,20211213,43,6,0.0,,,https://www.youtube.com/watch?v=XNiyVTSKZs8,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/XNiyVTSKZs8.wav,Does this sound like a performance by a student or a master?,This performance has the characteristics of played by a novice.
296,p6STTVmvfLg,,Playing《Innocence》in the peace forest Jerusalem,20201005,65,54,1.0,,0.0,https://www.youtube.com/watch?v=p6STTVmvfLg,https://www.youtube.com/channel/UChXNPzpMQunpJ-Nh02-d3fg,train,/data/scratch/acw630/PianoJudge/novice/p6STTVmvfLg.wav,Would you say this performance sounds more like it's by a student or a master?,This appears to be a student performance.
297,TC3UYjGKJjM,,Moszkowski Op 91 no 8,20200702,125,244,6.0,,1.0,https://www.youtube.com/watch?v=TC3UYjGKJjM,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/TC3UYjGKJjM.wav,Does this sound like a performance by a student or a master?,This performance has the characteristics of played by a novice.
298,UeOvYdgouVQ,,sight reading-輕鬆學鋼琴1-This old man,20220915,18,5,0.0,,,https://www.youtube.com/watch?v=UeOvYdgouVQ,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,test,/data/scratch/acw630/PianoJudge/novice/UeOvYdgouVQ.wav,Would you say this performance sounds more like it's by a student or a master?,This appears to be a student performance.
299,HtCBM4KqeoY,,Suri HN’s piano recital 2021 Jerusalem,20210228,532,127,8.0,,1.0,https://www.youtube.com/watch?v=HtCBM4KqeoY,https://www.youtube.com/channel/UChXNPzpMQunpJ-Nh02-d3fg,train,/data/scratch/acw630/PianoJudge/novice/HtCBM4KqeoY.wav,Does this sound like a performance by a student or a master?,This sounds like a student performance.
300,h2Nk3xgfmHo,,Sight Reading-Giga by Samuel Arnold(ABRSM Encore Bk 1 Grade 1 - 2),20200220,37,44,0.0,,0.0,https://www.youtube.com/watch?v=h2Nk3xgfmHo,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/h2Nk3xgfmHo.wav,Would you say this performance sounds more like it's by a student or a master?,This performance has the characteristics of played by a novice.
301,qmtA7uTf1d8,,Sight Reading - Kabalevsky Op 27 no 2 Song,20191116,61,13,0.0,,0.0,https://www.youtube.com/watch?v=qmtA7uTf1d8,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,test,/data/scratch/acw630/PianoJudge/novice/qmtA7uTf1d8.wav,Does this sound like a performance by a student or a master?,This appears to be a student performance.
302,YSgylcuDFf8,,《Arioso》by Suri HN,20201104,57,28,0.0,,,https://www.youtube.com/watch?v=YSgylcuDFf8,https://www.youtube.com/channel/UChXNPzpMQunpJ-Nh02-d3fg,train,/data/scratch/acw630/PianoJudge/novice/YSgylcuDFf8.wav,"From the sound of it, is this a student or master level performance?",This appears to be a student performance.
303,rmTmNy7jMEY,,Sight Reading- We wish you a merry christmas,20191208,77,41,0.0,,0.0,https://www.youtube.com/watch?v=rmTmNy7jMEY,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,test,/data/scratch/acw630/PianoJudge/novice/rmTmNy7jMEY.wav,Does this sound like a performance by a student or a master?,This appears to be a student performance.
304,o32RlaZLXtg,,恭喜恭喜(sight read version),20190129,30,31,0.0,,,https://www.youtube.com/watch?v=o32RlaZLXtg,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/o32RlaZLXtg.wav,"From the sound of it, is this a student or master level performance?",This appears to be a student performance.
305,WcXgDizIjHk,,Sight reading - Felix Le Couppey The Alphabet Op 17 no 1,20191128,38,70,0.0,,0.0,https://www.youtube.com/watch?v=WcXgDizIjHk,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/WcXgDizIjHk.wav,Would you say this performance sounds more like it's by a student or a master?,This appears to be a student performance.
306,P6Q7K1JafAw,,Sight Reading - Felix Le Couppey The Alphabet Op 17 no 4,20191202,78,36,0.0,,0.0,https://www.youtube.com/watch?v=P6Q7K1JafAw,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/P6Q7K1JafAw.wav,Does this sound like a performance by a student or a master?,This sounds like a student performance.
307,9WV2M0iXpuo,,Sight reading - Johann Krieger Minuet in A Minor(Faber Piano Literature bk 3),20191114,50,9,0.0,,0.0,https://www.youtube.com/watch?v=9WV2M0iXpuo,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/9WV2M0iXpuo.wav,Would you say this performance sounds more like it's by a student or a master?,This performance has the characteristics of played by a novice.
308,UQ4tC-Sk2lE,,Grieg Op 38 no 6 Elegy,20190211,179,54,0.0,,0.0,https://www.youtube.com/watch?v=UQ4tC-Sk2lE,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/UQ4tC-Sk2lE.wav,Would you say this performance sounds more like it's by a student or a master?,This sounds like a student performance.
309,QT3Ky2bO9_U,,Schumanm Op 68 No 21,20180208,97,72,0.0,,0.0,https://www.youtube.com/watch?v=QT3Ky2bO9_U,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,test,/data/scratch/acw630/PianoJudge/novice/QT3Ky2bO9_U.wav,Does this sound like a performance by a student or a master?,This appears to be a student performance.
310,pc7yJXmN6FQ,,Sight Reading- Gold Star Performance Level 2A Five note Sonatina,20220912,34,13,0.0,,0.0,https://www.youtube.com/watch?v=pc7yJXmN6FQ,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,test,/data/scratch/acw630/PianoJudge/novice/pc7yJXmN6FQ.wav,Would you say this performance sounds more like it's by a student or a master?,This appears to be a student performance.
