,Composer,Work Title,Movement,henle,YouTube Link 1,YouTube Link 2,YouTube Link 3,Unnamed: 6,audio_id,audio_path,original_id,split,Q,A
43,LUDWIG VAN BEETHOVEN,"Piano Sonata G major op. 31,1",mvt. 1,8,https://www.youtube.com/watch?v=IyXh5yKrV-4,https://www.youtube.com/watch?v=kFOnEQAXdHw,https://www.youtube.com/watch?v=sUQltL6QIJU,https://www.youtube.com/watch?v=csoqTTAznw4,IyXh5yKrV-4,/data/scratch/acw630/difficulty_cipi/IyXh5yKrV-4.wav,c-16,train,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",8
43,LUDWIG VAN BEETHOVEN,"Piano Sonata G major op. 31,1",mvt. 1,8,https://www.youtube.com/watch?v=IyXh5yKrV-4,https://www.youtube.com/watch?v=kFOnEQAXdHw,https://www.youtube.com/watch?v=sUQltL6QIJU,https://www.youtube.com/watch?v=csoqTTAznw4,IyXh5yKrV-4,/data/scratch/acw630/difficulty_cipi/IyXh5yKrV-4.wav,c-16,train,Does this sound like a performance by a student or a master?,This appeared to be performed by really advanced player. Possibly a pianist.
44,LUDWIG VAN BEETHOVEN,"Piano Sonata G major op. 31,1",mvt. 2,8,https://www.youtube.com/watch?v=L10Ug1_Ntt8,,,,L10Ug1_Ntt8,/data/scratch/acw630/difficulty_cipi/L10Ug1_Ntt8.wav,c-16,train,Who might be the composer of this piece?,LUDWIG VAN BEETHOVEN
44,LUDWIG VAN BEETHOVEN,"Piano Sonata G major op. 31,1",mvt. 2,8,https://www.youtube.com/watch?v=L10Ug1_Ntt8,,,,L10Ug1_Ntt8,/data/scratch/acw630/difficulty_cipi/L10Ug1_Ntt8.wav,c-16,train,"how would you rate the difficulty of the piece played in this track, on a scale of 1 to 9?On a scale from 1 to 9, how challenging is the piece featured in this track?",8
44,LUDWIG VAN BEETHOVEN,"Piano Sonata G major op. 31,1",mvt. 2,8,https://www.youtube.com/watch?v=L10Ug1_Ntt8,,,,L10Ug1_Ntt8,/data/scratch/acw630/difficulty_cipi/L10Ug1_Ntt8.wav,c-16,train,Would you say this performance sounds more like it's by a student or a master?,This is a master performance. It's mistake-free and has a high level of musicality.
45,LUDWIG VAN BEETHOVEN,"Piano Sonata G major op. 31,1",mvt. 3,8,https://www.youtube.com/watch?v=lCCelGA35-Q,,,,lCCelGA35-Q,/data/scratch/acw630/difficulty_cipi/lCCelGA35-Q.wav,c-16,train,Who might be the composer of this piece?,LUDWIG VAN BEETHOVEN
45,LUDWIG VAN BEETHOVEN,"Piano Sonata G major op. 31,1",mvt. 3,8,https://www.youtube.com/watch?v=lCCelGA35-Q,,,,lCCelGA35-Q,/data/scratch/acw630/difficulty_cipi/lCCelGA35-Q.wav,c-16,train,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",8
45,LUDWIG VAN BEETHOVEN,"Piano Sonata G major op. 31,1",mvt. 3,8,https://www.youtube.com/watch?v=lCCelGA35-Q,,,,lCCelGA35-Q,/data/scratch/acw630/difficulty_cipi/lCCelGA35-Q.wav,c-16,train,"From the sound of it, is this a student or master level performance?",This is a master performance. It's mistake-free and has a high level of musicality.
46,LUDWIG VAN BEETHOVEN,"Piano Sonata (Tempest) d minor op. 31,2",mvt. 1,8,https://www.youtube.com/watch?v=Wrpp6UxcNTk,,,,Wrpp6UxcNTk,/data/scratch/acw630/difficulty_cipi/Wrpp6UxcNTk.wav,c-17,train,Who is likely the composer of the music being played?,LUDWIG VAN BEETHOVEN
46,LUDWIG VAN BEETHOVEN,"Piano Sonata (Tempest) d minor op. 31,2",mvt. 1,8,https://www.youtube.com/watch?v=Wrpp6UxcNTk,,,,Wrpp6UxcNTk,/data/scratch/acw630/difficulty_cipi/Wrpp6UxcNTk.wav,c-17,train,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",8
46,LUDWIG VAN BEETHOVEN,"Piano Sonata (Tempest) d minor op. 31,2",mvt. 1,8,https://www.youtube.com/watch?v=Wrpp6UxcNTk,,,,Wrpp6UxcNTk,/data/scratch/acw630/difficulty_cipi/Wrpp6UxcNTk.wav,c-17,train,Would you say this performance sounds more like it's by a student or a master?,This appeared to be performed by really advanced player. Possibly a pianist.
47,LUDWIG VAN BEETHOVEN,"Piano Sonata (Tempest) d minor op. 31,2",mvt. 2,8,https://www.youtube.com/watch?v=95Je0er_C1g,,,,95Je0er_C1g,/data/scratch/acw630/difficulty_cipi/95Je0er_C1g.wav,c-17,train,Could you guess the composer of this piece?,LUDWIG VAN BEETHOVEN
47,LUDWIG VAN BEETHOVEN,"Piano Sonata (Tempest) d minor op. 31,2",mvt. 2,8,https://www.youtube.com/watch?v=95Je0er_C1g,,,,95Je0er_C1g,/data/scratch/acw630/difficulty_cipi/95Je0er_C1g.wav,c-17,train,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",8
47,LUDWIG VAN BEETHOVEN,"Piano Sonata (Tempest) d minor op. 31,2",mvt. 2,8,https://www.youtube.com/watch?v=95Je0er_C1g,,,,95Je0er_C1g,/data/scratch/acw630/difficulty_cipi/95Je0er_C1g.wav,c-17,train,"From the sound of it, is this a student or master level performance?",This appeared to be performed by really advanced player. Possibly a pianist.
48,LUDWIG VAN BEETHOVEN,"Piano Sonata (Tempest) d minor op. 31,2",mvt. 3,8,https://www.youtube.com/watch?v=1-B2KwFS11w,https://www.youtube.com/watch?v=hl_6lAvMsKE,,,1-B2KwFS11w,/data/scratch/acw630/difficulty_cipi/1-B2KwFS11w.wav,c-17,train,Can you identify the composer of this piece?,LUDWIG VAN BEETHOVEN
48,LUDWIG VAN BEETHOVEN,"Piano Sonata (Tempest) d minor op. 31,2",mvt. 3,8,https://www.youtube.com/watch?v=1-B2KwFS11w,https://www.youtube.com/watch?v=hl_6lAvMsKE,,,1-B2KwFS11w,/data/scratch/acw630/difficulty_cipi/1-B2KwFS11w.wav,c-17,train,Rate the complexity of the piece in this track on a scale of 1 to 9.,8
48,LUDWIG VAN BEETHOVEN,"Piano Sonata (Tempest) d minor op. 31,2",mvt. 3,8,https://www.youtube.com/watch?v=1-B2KwFS11w,https://www.youtube.com/watch?v=hl_6lAvMsKE,,,1-B2KwFS11w,/data/scratch/acw630/difficulty_cipi/1-B2KwFS11w.wav,c-17,train,Would you say this performance sounds more like it's by a student or a master?,This appeared to be performed by really advanced player. Possibly a pianist.
49,FRÉDÉRIC CHOPIN,Ballade A flat major op. 47,,8,https://www.youtube.com/watch?v=BkPLDoZXlHQ,,,,BkPLDoZXlHQ,/data/scratch/acw630/difficulty_cipi/BkPLDoZXlHQ.wav,c-207,test,Who is likely the composer of the music being played?,FRÉDÉRIC CHOPIN
49,FRÉDÉRIC CHOPIN,Ballade A flat major op. 47,,8,https://www.youtube.com/watch?v=BkPLDoZXlHQ,,,,BkPLDoZXlHQ,/data/scratch/acw630/difficulty_cipi/BkPLDoZXlHQ.wav,c-207,test,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",8
49,FRÉDÉRIC CHOPIN,Ballade A flat major op. 47,,8,https://www.youtube.com/watch?v=BkPLDoZXlHQ,,,,BkPLDoZXlHQ,/data/scratch/acw630/difficulty_cipi/BkPLDoZXlHQ.wav,c-207,test,Would you say this performance sounds more like it's by a student or a master?,"This performance is of a master level, free from errors and rich in musical expression."
50,FRÉDÉRIC CHOPIN,Ballade F major op. 38,,8,https://www.youtube.com/watch?v=Wslm1ZL9EI8,,,,Wslm1ZL9EI8,/data/scratch/acw630/difficulty_cipi/Wslm1ZL9EI8.wav,c-208,test,Can you identify the composer of this piece?,FRÉDÉRIC CHOPIN
50,FRÉDÉRIC CHOPIN,Ballade F major op. 38,,8,https://www.youtube.com/watch?v=Wslm1ZL9EI8,,,,Wslm1ZL9EI8,/data/scratch/acw630/difficulty_cipi/Wslm1ZL9EI8.wav,c-208,test,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",8
50,FRÉDÉRIC CHOPIN,Ballade F major op. 38,,8,https://www.youtube.com/watch?v=Wslm1ZL9EI8,,,,Wslm1ZL9EI8,/data/scratch/acw630/difficulty_cipi/Wslm1ZL9EI8.wav,c-208,test,Would you say this performance sounds more like it's by a student or a master?,This appeared to be performed by really advanced player. Possibly a pianist.
51,FRÉDÉRIC CHOPIN,Ballade g minor op. 23,,8,https://www.youtube.com/watch?v=Ed2ZtwCDvvw,,,,Ed2ZtwCDvvw,/data/scratch/acw630/difficulty_cipi/Ed2ZtwCDvvw.wav,c-210,train,Can you identify the composer of this piece?,FRÉDÉRIC CHOPIN
51,FRÉDÉRIC CHOPIN,Ballade g minor op. 23,,8,https://www.youtube.com/watch?v=Ed2ZtwCDvvw,,,,Ed2ZtwCDvvw,/data/scratch/acw630/difficulty_cipi/Ed2ZtwCDvvw.wav,c-210,train,"how would you rate the difficulty of the piece played in this track, on a scale of 1 to 9?On a scale from 1 to 9, how challenging is the piece featured in this track?",8
51,FRÉDÉRIC CHOPIN,Ballade g minor op. 23,,8,https://www.youtube.com/watch?v=Ed2ZtwCDvvw,,,,Ed2ZtwCDvvw,/data/scratch/acw630/difficulty_cipi/Ed2ZtwCDvvw.wav,c-210,train,"From the sound of it, is this a student or master level performance?",This is a master performance. It's mistake-free and has a high level of musicality.
52,FRÉDÉRIC CHOPIN,Barcarolle F sharp major op. 60,,8,https://www.youtube.com/watch?v=crLaBkFzXHo,,,,crLaBkFzXHo,/data/scratch/acw630/difficulty_cipi/crLaBkFzXHo.wav,c-211,test,Can you identify the composer of this piece?,FRÉDÉRIC CHOPIN
52,FRÉDÉRIC CHOPIN,Barcarolle F sharp major op. 60,,8,https://www.youtube.com/watch?v=crLaBkFzXHo,,,,crLaBkFzXHo,/data/scratch/acw630/difficulty_cipi/crLaBkFzXHo.wav,c-211,test,"how would you rate the difficulty of the piece played in this track, on a scale of 1 to 9?On a scale from 1 to 9, how challenging is the piece featured in this track?",8
52,FRÉDÉRIC CHOPIN,Barcarolle F sharp major op. 60,,8,https://www.youtube.com/watch?v=crLaBkFzXHo,,,,crLaBkFzXHo,/data/scratch/acw630/difficulty_cipi/crLaBkFzXHo.wav,c-211,test,"From the sound of it, is this a student or master level performance?","This performance is of a master level, free from errors and rich in musical expression."
53,FRÉDÉRIC CHOPIN,"Etüde (Revolution) c minor op. 10,12",,8,https://www.youtube.com/watch?v=7VWHBHeNrg4,https://www.youtube.com/watch?v=g1uLrHq9TDg,https://www.youtube.com/watch?v=TgBz7LnvUaQ,https://www.youtube.com/watch?v=Y6RIwVi1Mjs,7VWHBHeNrg4,/data/scratch/acw630/difficulty_cipi/7VWHBHeNrg4.wav,c-213,val,Who is likely the composer of the music being played?,FRÉDÉRIC CHOPIN
53,FRÉDÉRIC CHOPIN,"Etüde (Revolution) c minor op. 10,12",,8,https://www.youtube.com/watch?v=7VWHBHeNrg4,https://www.youtube.com/watch?v=g1uLrHq9TDg,https://www.youtube.com/watch?v=TgBz7LnvUaQ,https://www.youtube.com/watch?v=Y6RIwVi1Mjs,7VWHBHeNrg4,/data/scratch/acw630/difficulty_cipi/7VWHBHeNrg4.wav,c-213,val,Rate the complexity of the piece in this track on a scale of 1 to 9.,8
53,FRÉDÉRIC CHOPIN,"Etüde (Revolution) c minor op. 10,12",,8,https://www.youtube.com/watch?v=7VWHBHeNrg4,https://www.youtube.com/watch?v=g1uLrHq9TDg,https://www.youtube.com/watch?v=TgBz7LnvUaQ,https://www.youtube.com/watch?v=Y6RIwVi1Mjs,7VWHBHeNrg4,/data/scratch/acw630/difficulty_cipi/7VWHBHeNrg4.wav,c-213,val,Does this sound like a performance by a student or a master?,This appeared to be performed by really advanced player. Possibly a pianist.
54,FRÉDÉRIC CHOPIN,Fantasy f minor op. 49,,8,https://www.youtube.com/watch?v=gEehFzhvpV8,,https://www.youtube.com/watch?v=0Lp9V2fIXZU,,gEehFzhvpV8,/data/scratch/acw630/difficulty_cipi/gEehFzhvpV8.wav,c-217,val,Who is likely the composer of the music being played?,FRÉDÉRIC CHOPIN
54,FRÉDÉRIC CHOPIN,Fantasy f minor op. 49,,8,https://www.youtube.com/watch?v=gEehFzhvpV8,,https://www.youtube.com/watch?v=0Lp9V2fIXZU,,gEehFzhvpV8,/data/scratch/acw630/difficulty_cipi/gEehFzhvpV8.wav,c-217,val,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",8
54,FRÉDÉRIC CHOPIN,Fantasy f minor op. 49,,8,https://www.youtube.com/watch?v=gEehFzhvpV8,,https://www.youtube.com/watch?v=0Lp9V2fIXZU,,gEehFzhvpV8,/data/scratch/acw630/difficulty_cipi/gEehFzhvpV8.wav,c-217,val,Would you say this performance sounds more like it's by a student or a master?,"This performance is of a master level, free from errors and rich in musical expression."
55,FRÉDÉRIC CHOPIN,Polonaise A flat major op. 53,,8,https://www.youtube.com/watch?v=8QT7ITv9Ecs,,,,8QT7ITv9Ecs,/data/scratch/acw630/difficulty_cipi/8QT7ITv9Ecs.wav,c-224,test,Who is likely the composer of the music being played?,FRÉDÉRIC CHOPIN
55,FRÉDÉRIC CHOPIN,Polonaise A flat major op. 53,,8,https://www.youtube.com/watch?v=8QT7ITv9Ecs,,,,8QT7ITv9Ecs,/data/scratch/acw630/difficulty_cipi/8QT7ITv9Ecs.wav,c-224,test,"how would you rate the difficulty of the piece played in this track, on a scale of 1 to 9?On a scale from 1 to 9, how challenging is the piece featured in this track?",8
55,FRÉDÉRIC CHOPIN,Polonaise A flat major op. 53,,8,https://www.youtube.com/watch?v=8QT7ITv9Ecs,,,,8QT7ITv9Ecs,/data/scratch/acw630/difficulty_cipi/8QT7ITv9Ecs.wav,c-224,test,"From the sound of it, is this a student or master level performance?",This appeared to be performed by really advanced player. Possibly a pianist.
56,FRÉDÉRIC CHOPIN,Scherzo b minor op. 20,,8,https://www.youtube.com/watch?v=R38aNOLVv9w,,,,R38aNOLVv9w,/data/scratch/acw630/difficulty_cipi/R38aNOLVv9w.wav,c-227,test,Who might be the composer of this piece?,FRÉDÉRIC CHOPIN
56,FRÉDÉRIC CHOPIN,Scherzo b minor op. 20,,8,https://www.youtube.com/watch?v=R38aNOLVv9w,,,,R38aNOLVv9w,/data/scratch/acw630/difficulty_cipi/R38aNOLVv9w.wav,c-227,test,"how would you rate the difficulty of the piece played in this track, on a scale of 1 to 9?On a scale from 1 to 9, how challenging is the piece featured in this track?",8
56,FRÉDÉRIC CHOPIN,Scherzo b minor op. 20,,8,https://www.youtube.com/watch?v=R38aNOLVv9w,,,,R38aNOLVv9w,/data/scratch/acw630/difficulty_cipi/R38aNOLVv9w.wav,c-227,test,Does this sound like a performance by a student or a master?,This appeared to be performed by really advanced player. Possibly a pianist.
57,FRÉDÉRIC CHOPIN,Scherzo c sharp minor op. 39,,8,https://www.youtube.com/watch?v=vrLwkbjSDB8,,,,vrLwkbjSDB8,/data/scratch/acw630/difficulty_cipi/vrLwkbjSDB8.wav,c-229,train,Who is likely the composer of the music being played?,FRÉDÉRIC CHOPIN
57,FRÉDÉRIC CHOPIN,Scherzo c sharp minor op. 39,,8,https://www.youtube.com/watch?v=vrLwkbjSDB8,,,,vrLwkbjSDB8,/data/scratch/acw630/difficulty_cipi/vrLwkbjSDB8.wav,c-229,train,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",8
57,FRÉDÉRIC CHOPIN,Scherzo c sharp minor op. 39,,8,https://www.youtube.com/watch?v=vrLwkbjSDB8,,,,vrLwkbjSDB8,/data/scratch/acw630/difficulty_cipi/vrLwkbjSDB8.wav,c-229,train,"From the sound of it, is this a student or master level performance?","This performance is of a master level, free from errors and rich in musical expression."
58,FRÉDÉRIC CHOPIN,Scherzo E major op. 54,,8,https://www.youtube.com/watch?v=m6VdpEI48dc,,,,m6VdpEI48dc,/data/scratch/acw630/difficulty_cipi/m6VdpEI48dc.wav,c-230,train,Who might be the composer of this piece?,FRÉDÉRIC CHOPIN
58,FRÉDÉRIC CHOPIN,Scherzo E major op. 54,,8,https://www.youtube.com/watch?v=m6VdpEI48dc,,,,m6VdpEI48dc,/data/scratch/acw630/difficulty_cipi/m6VdpEI48dc.wav,c-230,train,"how would you rate the difficulty of the piece played in this track, on a scale of 1 to 9?On a scale from 1 to 9, how challenging is the piece featured in this track?",8
58,FRÉDÉRIC CHOPIN,Scherzo E major op. 54,,8,https://www.youtube.com/watch?v=m6VdpEI48dc,,,,m6VdpEI48dc,/data/scratch/acw630/difficulty_cipi/m6VdpEI48dc.wav,c-230,train,"From the sound of it, is this a student or master level performance?",This is a master performance. It's mistake-free and has a high level of musicality.
59,LUDWIG VAN BEETHOVEN,Piano Sonata (Les Adieux) E flat major op. 81a,mvt. 1,8,https://www.youtube.com/watch?v=L2hCsWUBFn4,https://www.youtube.com/watch?v=7MIV2S12Sp8,,,L2hCsWUBFn4,/data/scratch/acw630/difficulty_cipi/L2hCsWUBFn4.wav,c-26,val,Could you guess the composer of this piece?,LUDWIG VAN BEETHOVEN
59,LUDWIG VAN BEETHOVEN,Piano Sonata (Les Adieux) E flat major op. 81a,mvt. 1,8,https://www.youtube.com/watch?v=L2hCsWUBFn4,https://www.youtube.com/watch?v=7MIV2S12Sp8,,,L2hCsWUBFn4,/data/scratch/acw630/difficulty_cipi/L2hCsWUBFn4.wav,c-26,val,"how would you rate the difficulty of the piece played in this track, on a scale of 1 to 9?On a scale from 1 to 9, how challenging is the piece featured in this track?",8
59,LUDWIG VAN BEETHOVEN,Piano Sonata (Les Adieux) E flat major op. 81a,mvt. 1,8,https://www.youtube.com/watch?v=L2hCsWUBFn4,https://www.youtube.com/watch?v=7MIV2S12Sp8,,,L2hCsWUBFn4,/data/scratch/acw630/difficulty_cipi/L2hCsWUBFn4.wav,c-26,val,Would you say this performance sounds more like it's by a student or a master?,This is a master performance. It's mistake-free and has a high level of musicality.
60,LUDWIG VAN BEETHOVEN,Piano Sonata (Les Adieux) E flat major op. 81a,mvt. 2,8,https://www.youtube.com/watch?v=3OfV57Tlhr8,https://www.youtube.com/watch?v=3OfV57Tlhr8,https://www.youtube.com/watch?v=7MIV2S12Sp8,https://www.youtube.com/watch?v=Z6o36M66_Rk,3OfV57Tlhr8,/data/scratch/acw630/difficulty_cipi/3OfV57Tlhr8.wav,c-26,val,Who is likely the composer of the music being played?,LUDWIG VAN BEETHOVEN
60,LUDWIG VAN BEETHOVEN,Piano Sonata (Les Adieux) E flat major op. 81a,mvt. 2,8,https://www.youtube.com/watch?v=3OfV57Tlhr8,https://www.youtube.com/watch?v=3OfV57Tlhr8,https://www.youtube.com/watch?v=7MIV2S12Sp8,https://www.youtube.com/watch?v=Z6o36M66_Rk,3OfV57Tlhr8,/data/scratch/acw630/difficulty_cipi/3OfV57Tlhr8.wav,c-26,val,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",8
60,LUDWIG VAN BEETHOVEN,Piano Sonata (Les Adieux) E flat major op. 81a,mvt. 2,8,https://www.youtube.com/watch?v=3OfV57Tlhr8,https://www.youtube.com/watch?v=3OfV57Tlhr8,https://www.youtube.com/watch?v=7MIV2S12Sp8,https://www.youtube.com/watch?v=Z6o36M66_Rk,3OfV57Tlhr8,/data/scratch/acw630/difficulty_cipi/3OfV57Tlhr8.wav,c-26,val,Does this sound like a performance by a student or a master?,This appeared to be performed by really advanced player. Possibly a pianist.
61,LUDWIG VAN BEETHOVEN,Piano Sonata (Les Adieux) E flat major op. 81a,mvt. 3,8,https://www.youtube.com/watch?v=C1jbbtpLwNM,https://www.youtube.com/watch?v=7MIV2S12Sp8,,,C1jbbtpLwNM,/data/scratch/acw630/difficulty_cipi/C1jbbtpLwNM.wav,c-26,val,Who is likely the composer of the music being played?,LUDWIG VAN BEETHOVEN
61,LUDWIG VAN BEETHOVEN,Piano Sonata (Les Adieux) E flat major op. 81a,mvt. 3,8,https://www.youtube.com/watch?v=C1jbbtpLwNM,https://www.youtube.com/watch?v=7MIV2S12Sp8,,,C1jbbtpLwNM,/data/scratch/acw630/difficulty_cipi/C1jbbtpLwNM.wav,c-26,val,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",8
61,LUDWIG VAN BEETHOVEN,Piano Sonata (Les Adieux) E flat major op. 81a,mvt. 3,8,https://www.youtube.com/watch?v=C1jbbtpLwNM,https://www.youtube.com/watch?v=7MIV2S12Sp8,,,C1jbbtpLwNM,/data/scratch/acw630/difficulty_cipi/C1jbbtpLwNM.wav,c-26,val,Does this sound like a performance by a student or a master?,This is a master performance. It's mistake-free and has a high level of musicality.
62,FRÉDÉRIC CHOPIN,"Etude a minor op. 10,2",,8,https://www.youtube.com/watch?v=of_afnCe4IE,https://www.youtube.com/watch?v=08zo6ROXwLA,https://www.youtube.com/watch?v=4BgGpqUyl84,https://www.youtube.com/watch?v=V_49Bp8Xr64,of_afnCe4IE,/data/scratch/acw630/difficulty_cipi/of_afnCe4IE.wav,c-264,test,Could you guess the composer of this piece?,FRÉDÉRIC CHOPIN
62,FRÉDÉRIC CHOPIN,"Etude a minor op. 10,2",,8,https://www.youtube.com/watch?v=of_afnCe4IE,https://www.youtube.com/watch?v=08zo6ROXwLA,https://www.youtube.com/watch?v=4BgGpqUyl84,https://www.youtube.com/watch?v=V_49Bp8Xr64,of_afnCe4IE,/data/scratch/acw630/difficulty_cipi/of_afnCe4IE.wav,c-264,test,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",8
62,FRÉDÉRIC CHOPIN,"Etude a minor op. 10,2",,8,https://www.youtube.com/watch?v=of_afnCe4IE,https://www.youtube.com/watch?v=08zo6ROXwLA,https://www.youtube.com/watch?v=4BgGpqUyl84,https://www.youtube.com/watch?v=V_49Bp8Xr64,of_afnCe4IE,/data/scratch/acw630/difficulty_cipi/of_afnCe4IE.wav,c-264,test,Would you say this performance sounds more like it's by a student or a master?,This appeared to be performed by really advanced player. Possibly a pianist.
63,FRÉDÉRIC CHOPIN,"Etude c sharp minor op. 10,4",,8,https://www.youtube.com/watch?v=oHiU-u2ddJ4,https://www.youtube.com/watch?v=oOOFxDbq3RE,https://www.youtube.com/watch?v=XIKdCTmcTLs,https://www.youtube.com/watch?v=iHC5G_vG5qw,oHiU-u2ddJ4,/data/scratch/acw630/difficulty_cipi/oHiU-u2ddJ4.wav,c-265,train,Who might be the composer of this piece?,FRÉDÉRIC CHOPIN
63,FRÉDÉRIC CHOPIN,"Etude c sharp minor op. 10,4",,8,https://www.youtube.com/watch?v=oHiU-u2ddJ4,https://www.youtube.com/watch?v=oOOFxDbq3RE,https://www.youtube.com/watch?v=XIKdCTmcTLs,https://www.youtube.com/watch?v=iHC5G_vG5qw,oHiU-u2ddJ4,/data/scratch/acw630/difficulty_cipi/oHiU-u2ddJ4.wav,c-265,train,Rate the complexity of the piece in this track on a scale of 1 to 9.,8
63,FRÉDÉRIC CHOPIN,"Etude c sharp minor op. 10,4",,8,https://www.youtube.com/watch?v=oHiU-u2ddJ4,https://www.youtube.com/watch?v=oOOFxDbq3RE,https://www.youtube.com/watch?v=XIKdCTmcTLs,https://www.youtube.com/watch?v=iHC5G_vG5qw,oHiU-u2ddJ4,/data/scratch/acw630/difficulty_cipi/oHiU-u2ddJ4.wav,c-265,train,Does this sound like a performance by a student or a master?,This appeared to be performed by really advanced player. Possibly a pianist.
64,FRÉDÉRIC CHOPIN,"Etude e minor op. 25,5",,8,https://www.youtube.com/watch?v=g7C2it9cCsY,https://www.youtube.com/watch?v=bOOZ37nazsk,https://www.youtube.com/watch?v=irC7b-SwA8g,https://www.youtube.com/watch?v=qr4qHh1b3E8,g7C2it9cCsY,/data/scratch/acw630/difficulty_cipi/g7C2it9cCsY.wav,c-272,train,Who is likely the composer of the music being played?,FRÉDÉRIC CHOPIN
64,FRÉDÉRIC CHOPIN,"Etude e minor op. 25,5",,8,https://www.youtube.com/watch?v=g7C2it9cCsY,https://www.youtube.com/watch?v=bOOZ37nazsk,https://www.youtube.com/watch?v=irC7b-SwA8g,https://www.youtube.com/watch?v=qr4qHh1b3E8,g7C2it9cCsY,/data/scratch/acw630/difficulty_cipi/g7C2it9cCsY.wav,c-272,train,"how would you rate the difficulty of the piece played in this track, on a scale of 1 to 9?On a scale from 1 to 9, how challenging is the piece featured in this track?",8
64,FRÉDÉRIC CHOPIN,"Etude e minor op. 25,5",,8,https://www.youtube.com/watch?v=g7C2it9cCsY,https://www.youtube.com/watch?v=bOOZ37nazsk,https://www.youtube.com/watch?v=irC7b-SwA8g,https://www.youtube.com/watch?v=qr4qHh1b3E8,g7C2it9cCsY,/data/scratch/acw630/difficulty_cipi/g7C2it9cCsY.wav,c-272,train,Does this sound like a performance by a student or a master?,"This performance is of a master level, free from errors and rich in musical expression."
65,FRÉDÉRIC CHOPIN,"Etude c minor op. 25,12",,8,https://www.youtube.com/watch?v=9vA8qX_p11w,https://www.youtube.com/watch?v=pRlHKQXjzZY,https://www.youtube.com/watch?v=9IbCEF1XF9Q,https://www.youtube.com/watch?v=E9VGbQfvDn0,9vA8qX_p11w,/data/scratch/acw630/difficulty_cipi/9vA8qX_p11w.wav,c-275,train,Who is likely the composer of the music being played?,FRÉDÉRIC CHOPIN
65,FRÉDÉRIC CHOPIN,"Etude c minor op. 25,12",,8,https://www.youtube.com/watch?v=9vA8qX_p11w,https://www.youtube.com/watch?v=pRlHKQXjzZY,https://www.youtube.com/watch?v=9IbCEF1XF9Q,https://www.youtube.com/watch?v=E9VGbQfvDn0,9vA8qX_p11w,/data/scratch/acw630/difficulty_cipi/9vA8qX_p11w.wav,c-275,train,"how would you rate the difficulty of the piece played in this track, on a scale of 1 to 9?On a scale from 1 to 9, how challenging is the piece featured in this track?",8
65,FRÉDÉRIC CHOPIN,"Etude c minor op. 25,12",,8,https://www.youtube.com/watch?v=9vA8qX_p11w,https://www.youtube.com/watch?v=pRlHKQXjzZY,https://www.youtube.com/watch?v=9IbCEF1XF9Q,https://www.youtube.com/watch?v=E9VGbQfvDn0,9vA8qX_p11w,/data/scratch/acw630/difficulty_cipi/9vA8qX_p11w.wav,c-275,train,Does this sound like a performance by a student or a master?,"This performance is of a master level, free from errors and rich in musical expression."
66,LUDWIG VAN BEETHOVEN,Piano Sonata E major op. 109,mvt. 1,8,https://www.youtube.com/watch?v=BxRIrxZJXKE,https://www.youtube.com/watch?v=bbMBhuHYJBE,https://www.youtube.com/watch?v=6vaKY5ODIRE,https://www.youtube.com/watch?v=27btQJaXCsE,BxRIrxZJXKE,/data/scratch/acw630/difficulty_cipi/BxRIrxZJXKE.wav,c-30,train,Could you guess the composer of this piece?,LUDWIG VAN BEETHOVEN
66,LUDWIG VAN BEETHOVEN,Piano Sonata E major op. 109,mvt. 1,8,https://www.youtube.com/watch?v=BxRIrxZJXKE,https://www.youtube.com/watch?v=bbMBhuHYJBE,https://www.youtube.com/watch?v=6vaKY5ODIRE,https://www.youtube.com/watch?v=27btQJaXCsE,BxRIrxZJXKE,/data/scratch/acw630/difficulty_cipi/BxRIrxZJXKE.wav,c-30,train,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",8
66,LUDWIG VAN BEETHOVEN,Piano Sonata E major op. 109,mvt. 1,8,https://www.youtube.com/watch?v=BxRIrxZJXKE,https://www.youtube.com/watch?v=bbMBhuHYJBE,https://www.youtube.com/watch?v=6vaKY5ODIRE,https://www.youtube.com/watch?v=27btQJaXCsE,BxRIrxZJXKE,/data/scratch/acw630/difficulty_cipi/BxRIrxZJXKE.wav,c-30,train,"From the sound of it, is this a student or master level performance?",This appeared to be performed by really advanced player. Possibly a pianist.
