,audio_path,split,Q,A
506,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
507,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as mournful."
508,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
509,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
510,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as slow, sad."
511,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
512,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
513,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as static."
514,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
515,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
516,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as thoughtful."
517,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
518,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
519,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,How would you describe this performance?,sad
520,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
521,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
522,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as slow, sluggish, boring, mechanical."
523,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
524,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
525,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as too slow, boring, hard."
526,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
527,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
528,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as drowsy."
529,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
530,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
531,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as tantalizing, slow, auditory streams do not form easily, random eighths notes chains, wants too much to be special,."
532,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
533,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
534,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as clear, tentative, consistent."
535,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
536,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
537,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as ponderous, irregular, boring, slow."
538,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
539,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
540,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as painfully slow."
541,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
542,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
543,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as slow, deliberate, delicate, withheld."
544,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
545,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
546,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as expressive, too calm, timid."
547,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
548,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
549,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as sleepy, drugged."
550,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
551,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
552,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as slower, plainer."
553,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
554,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
555,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as beginner."
556,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
557,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
558,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as slow ."
559,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
560,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
561,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as very slow, very regular, sounds like practice tempo."
562,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
563,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
564,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as tense, gloomy, inert."
565,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
566,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
567,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as deliberate."
568,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
569,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
570,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as the character is a bit lost, too slow, over the place, not combined with the music, ."
571,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
572,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
573,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as really painful, story-telling, touching, passionate, mysterious."
574,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
575,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
576,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as slow, not catchy, not dynamic."
577,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
578,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
579,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as very flat, inexpressive."
580,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
581,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
582,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,How would you describe this performance?,too slow
583,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
584,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
585,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,How would you describe this performance?,refrain
586,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
587,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
588,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as sad."
589,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
590,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
591,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as slow flat."
592,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
593,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
594,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as boring, give me mozart."
595,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
596,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
597,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as boring, too much emphasis on each note, slow ."
598,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
599,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
600,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as slow, uninteresting, practice-like."
601,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
602,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
603,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as with exquisite tension, with cerebral focus, exciting, refreshing."
604,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,What kind of music is this piece and who is the composer?,This is a passage from Beethoven's sonata. 
605,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/beethoven_schirmer.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
606,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as chopped, jerky."
607,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,What kind of music is this piece and who is the composer?,"This is an excerpt from Schumann's Arabeske, with deep and melancholic melodies. "
608,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
609,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,How would you describe this performance?,"marching, mechanic, without dynamics"
610,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,What kind of music is this piece and who is the composer?,"This is an excerpt from Schumann's Arabeske, with deep and melancholic melodies. "
611,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
612,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as chopped."
613,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,What kind of music is this piece and who is the composer?,"This is an excerpt from Schumann's Arabeske, with deep and melancholic melodies. "
614,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
615,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as vigorous, monotonous."
616,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,What kind of music is this piece and who is the composer?,"This is an excerpt from Schumann's Arabeske, with deep and melancholic melodies. "
617,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
618,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as mechanical, harpsichord, plonking."
619,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,What kind of music is this piece and who is the composer?,"This is an excerpt from Schumann's Arabeske, with deep and melancholic melodies. "
620,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
621,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as metallic, hard, chopped, unfeeling, uniform, boring."
622,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,What kind of music is this piece and who is the composer?,"This is an excerpt from Schumann's Arabeske, with deep and melancholic melodies. "
623,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
624,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as compressed, stuttering."
625,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,What kind of music is this piece and who is the composer?,"This is an excerpt from Schumann's Arabeske, with deep and melancholic melodies. "
626,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
627,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,How would you describe this performance?,too mechanical
628,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,What kind of music is this piece and who is the composer?,"This is an excerpt from Schumann's Arabeske, with deep and melancholic melodies. "
629,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
630,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,How would you describe this performance?,"artificial, irregular, stumbling, horrible, computer-generated"
631,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,What kind of music is this piece and who is the composer?,"This is an excerpt from Schumann's Arabeske, with deep and melancholic melodies. "
632,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
633,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as thumpy."
634,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,What kind of music is this piece and who is the composer?,"This is an excerpt from Schumann's Arabeske, with deep and melancholic melodies. "
635,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
636,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,How would you describe this performance?,"static, almost emotionless"
637,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,What kind of music is this piece and who is the composer?,"This is an excerpt from Schumann's Arabeske, with deep and melancholic melodies. "
638,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
639,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,How would you describe this performance?,"stubborn, clunky"
640,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,What kind of music is this piece and who is the composer?,"This is an excerpt from Schumann's Arabeske, with deep and melancholic melodies. "
641,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
642,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as accent is almost always on the first beat, awkward."
643,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,What kind of music is this piece and who is the composer?,"This is an excerpt from Schumann's Arabeske, with deep and melancholic melodies. "
644,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
645,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as a child playing."
646,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,What kind of music is this piece and who is the composer?,"This is an excerpt from Schumann's Arabeske, with deep and melancholic melodies. "
647,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
648,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,How would you describe this performance?,dull
649,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,What kind of music is this piece and who is the composer?,"This is an excerpt from Schumann's Arabeske, with deep and melancholic melodies. "
650,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
651,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as unfamiliar, strange."
652,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,What kind of music is this piece and who is the composer?,"This is an excerpt from Schumann's Arabeske, with deep and melancholic melodies. "
653,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-arabeske-2_rubinstein.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",6
